tanggal,judul,narasi
17-Feb-20,Pesan Berantai Telah Di Temukan Mayat Di Depan Skolah Smp N 6 Cirebon,"Telah di temukan mayat di depan skolah SMP N 6 Cirebon dia adalah perempuan siswi SMP N 6 kls 7 yg jadi korbannya juga menurut polisi korban di Ambil Ginjalnya lalu di kubur begitu ajh oleh si pembunuh,kejadian tdi pd jam 3 sore setelah warga setempat menemukan galian yg mencurigakan ahirnya polisi datang & skrg lagi di lakukan otopsi bagi ibu2 bpk2 hati-hati skrg penculikan & pembunuhan terhadap anak sdh masuk ke wilayah Tasik ciamis garut , mohon di share. Biar publik tau trim,s"
11-Dec-19,Ahok Pelanggan Alexis Sedang Happy Dan Di Urut,AHOK pelanggan alexis sedang happy dan di urut.
23-Nov-19,"Video Ruangan Kantor Komisaris Utama Pertamina, Disegel Serikat Pekerja Pertamina Yg Menolak Ahok","Ruangan kantor Komisaris Utama Pertamina, Disegel Serikat Pekerja Pertamina yg menolak AHOK"
22-Oct-19,Anak2 Di China Diculik Dibekukan Organ Tubuhnya Dijual Belikan,"Anak -anak diculik dan di jual organ tubuhnya
 Anak2 di China diculik dibekukan organ tubuhnya dijual belikan sekitar 300 dus anak kecil yang di bekukan. sangat kejam!
 awasi selalu anak anda"
11-Oct-19,Viva.Co.Id Mengakui Kekeliruan Di Judul Berita Wiranto Dikabarkan Akan Ditusuk Orang Tak Dikenal Di Banten,"Perhatian ini sdh direncanakan dari awal, jangan sampe butak politik & sinetron"
25-Apr-19,Pemungutan Suara Ulang Di Banjarsari Solo,"PENGUMUMAN

PELAKSANAAN PEMUNGUTAN SUARA

Hari/tgl : Rabu, 26 April 2019

Waktu : 07.00  13.00

Lokasi : TPS 14 di Rumah Bp.Y.Legimin"
17-Apr-19,Ribuan Suara Pemilih Prabowo Hangus Karena Kecurangan Pemilu Di Turki,"Malaysia, Qatar, Jepang, Hongkong, Frankfurt kini giliran Turki proses Pilpres kacau. Diperkirakan ribuan suara 02 hangus. Jangan biarkan terjadi di dalam negeri. Datang ke TPS, Tusuk Prabowo Sandi. Awasi kotak suara, lawan kecurangan, jangan pulang sebelum menang."
4-Apr-19,Mahatir Mohammad Minta China Membongkar Semua Jalan Tol,"Mahatir Mohammad minta kepada Negara China untuk membongkar semua jalan Tol yg tidak berkualitas. Bawa semua ke China MRT, LRT, Pembangkit Listrik yg rusak semua berkualitas rendah ke Negara China dan Mahatir Mohammad mengusir semua Tenaga Kerja China serta Membuldozer 3 Kawasan Pabrik di 3 Pulau di Malaysia"
2-Feb-19,Polisi Mulai Intimidasi Warga *Infoakurat,Bocoran survei internal TKN posisi jaenuddin sdh tertinggal 4% dari Prabowo. Polisi mulai intimidasi warga *InfoAkurat
19-Oct-18,Minum Air Es Sebabkan Sakit Jantung,"Tahukah anda Jantung kita ini paling pantangannya apa? Anda mungkin blm tau, setelah membaca tulisan ini akan kaget!"
7-Jan-18,"Muncul Kabar Honor Volunter Asian Games, Ini Respons Erick Thohir",Informasi menyimpang tentang kebutuhan sumber daya manusia (SDM) untuk mendukung pelaksanaan Asian Games 2018 Jakarta Palembang kembali muncul.
26-Dec-17,Penolakan Ustadz Abdul Somad Di Hong Kong Merupakan Pesanan Lbp,Penolakan ustadz Abdul Somad di Hong Kong merupakan pesanan LBP | LBP perintahkan said aqil siradj | said aqil suruh Nusron Wahid hubungi imigrasi Hong Kong untuk tolak Abdul Somad | *infovalid
19-May-17,: Red Notice Interpol Untuk Penangkapan Rizieq Shihab,Beredar Screen shoot dengan penjelasan jika Muhammad Rezieq Shihab telah mendapatkan red notice dari Interpol maka akan segera dilakukan penangkapan
23-May-20,Video Indonesia Akan Bubar,"INDONESIA AKAN BUBAR (OIeh: Merry Riana, Seorang Mosivator Muda Indonesia)"
16-May-20,"Jgn Ke Lippo Dulu Sdh Zona Merah, 14 Orang Terpapar D Lippo","Z sampaikan teman2 untuk sementara waktu jgn ke lippo dulu sdh zona merah, 14 orang terpapar d lippo"
26-Apr-20,Petugas Kebersihan Sman 10 Yogyakarta Positif Virus Corona,"Hari Kamis tgl 16 siang, pihak sekolah baru mengetahui bahwa salah satu pegawai cleaning servicenya berstatus OTG (tanpa gejala) dan seharusnya menjalani isolasi mandiri sejak Senin tgl 13. Surat perintah isolasi mandiri dikeluarkan puskesmas Gamping setelah hasil rapid testnya positif. Ybs ditest karena ayahnya positif covid19 dan sudah dijemput untuk dirawat di RS."
12-Mar-20,Politisi India: Urin Dan Kotoran Sapi Jadi Obat Virus Corona,"Sapi adalah aset untuk obat-obatan bagi beberapa penyakit termasuk kanker juga telah ditemukan. Di rumah sakit Ayurvedic di Gujarat, pasien kanker diizinkan hidup dengan sapi. Kotoran sapi diterapkan pada pasien kanker di sana. Mereka diberikan Panchamrit yang dibuat dari urin sapi,"
13-Jan-20,Arief Budiman Mengaku Disuap Megawati Rp. 2 Triliun,"Arief budiman sudah mulai pasang kuda-kuda lur. Takut kena ciduk KPK, arief budiman mengaku di suap megawati 2 trilyun dan di ancam agar memenangkan partainya di pilplres 2019,"
25-Dec-19,Ada Yang Bilang Suara Ikan Paus,"Suara melengking dari dasar Laut, ada yang bilang suara ikan paus.
 Tapi dalam sebuah riwayat, saat dajjal Laknatullah, akan keluar dari belenggu ikatan rantai maka akan terdengar suara melengking, yaitu suara Dabbatul Arz. Wallahu aklam ( hanya Allah yang tau )."
7-Dec-19,Jokowi: . Itu Saya Lagi Demam Jadi Wajar Saja Kalau Ngk Fokus,JOKOWI: Waktu Saya Bilang Penganguran Digaji Dan Mobil Esemka di Produksi Itu Saya Lagi Demam Jadi Wajar Saja Kalau Ngk Fokus
30-Nov-19,Foto Polisi Masjid,"Alhamdulillah, akhirnya polisi Back to Masjid
 Gitu dong! Coba dari dulu. Gak bakalan tuh ada kasus Buku Merah, beking tempat maksiat, dll.
 Semoga anggota polisi yang muslim jadi makin paham syariat. Mengawasi yang wudhunya ga bener di masjid. Mantau juga yang suka maling sendal, syukur sykur bisa jagain masjid n jadi muadzin kalo ga ada yg adzan. Oya, ada yang ketinggal, yang ini penting bangeut. PASTIKAN POLISI MASJID TERSEBUT AGAMANYA ISLAM."
21-Nov-19,"Gara-Gara Tamu Asing Sering Ke Kantor Anies Daripada Ke Istana Presiden, Ibukota Pun Dipindah","Sangat berbeda dengan Presiden RI yang terlihat kaku jika berkomunikasi dengan tamu asing. Bahkan cenderung menghindari acara-acara resmi yang digelar di luar negeri.
 Bahkan karena terlalu seringnya Anies menerima kunjungan dari negara luar, Jokowi disebut warganet ngambek dan ingin memindahkan Ibukota Jakarta."
18-Nov-19,"Judul Berita Setelah Minum Air Bekas Cucian Kaki Jokowi Lebih Dari 10 Warga Langsung Di Larikan Kerumah Sakit, Karna Sluruh Tubuhnya Mengalami Gatal-Gatal","SETELAH MINUM AIR BEKAS CUCIAN KAKI JOKOWI LEBIH DARI 10 WARGA LANGSUNG DI LARIKAN KERUMAH SAKIT, KARNA SLURUH TUBUHNYA MENGALAMI GATAL-GATAL"
11-Nov-19,"Kritik Aniess, William Psi Dipecat Dprd Jakarta Sukurrin","KIRITIK ANIES KENA MUKA SENDIRI
 PSI DIPECAT DARI DPRD DKI"
16-Sep-19,Kadis Lh Denpasar Angkat Bicara Terkait Viralnya Pesan Belanja Membawa Kresek Didenda Rp500 Ribu,"Kepala Dinas Lingkungan Hidup dan Kebersihan Kota Denpasar, I Ketut Wisada: Saya klarifikasi dari Penkot Denpasar belum sampai ke tahap penindakan, baru tahap sosialisasi pengurangan sampah plastik."
10-Sep-19,Rekrutmen Pt Dirgantara Indonesia,Sehubungan dengan recruitment Calon karyawan pada perusahaan kami PT Dirgantara Indonesia. Penerimaan/Recruitment calon karyawan ini dilaksanakan oleh Departement of Human Resources Development dengan membuka kesempatan bagi anda untuk bergabung Bersama tenaga-tenaga professional di bidangnya dan Bersama-sama mengatasi setiap tantangan menjadi peluang keberhasilan melalui proses/tahap recruitment dengan seleksi berbasis kompetensi dan transparansi sehingga untuk tahap selanjurnya tepat dan berkualitas sesuai dengan tuntutan dan tantangan dari setiap posisi yang kami tawarkan guna mendukung keberhasilan dan berkelanjutan dari kegiatan operasi PT Dirgantara Indonesia disetiap wilayah kerja.
31-Aug-19,Masjid Di Papua Dibakar,Masjid di Papua dibakar
27-Aug-19,"Pemberitahuan Pemadaman Listrik Wilayah Pamulang, Ciputat","Waspada untuk daerah pamulang dan ciputat akan ada pemadaman listrik,"
30-Jul-19,Seorang Perempuan Rela Digilir Demi Lunasi Hutang Pada Fintech,"seorang perempuan berinisial YI asal solo yang rela digilir demi melunasi hutang pinjaman online sebesar Rp 1.054.000. sebelumnya korban mengajukan pinjaman ke fintech Incash sebesar Rp 1 juta, Namun uang yang dia terima hanya Rp 680.000."
10-Jul-19,"Fakta Dan Hoax Tentang Audrey Yu, Sosok Jenius Yang Viral","Informasi mengenai seorang anak muda jenius dan berprestasi, Audrey Yu Jia Hui, viral dalam dua hari terakhir. "
1-Jul-19,Import Kita Sampai Ke Kondom Bekas,"IMPORT KITA SAMPAI KE KONDOM BEKAS.
Sebodoh bodoh suatu bangsa, mengimport limbah sampah plastik, untuk dijadikan bahan bakar, pengganti kayu."
13-Apr-19,Video Banteng - Jawa Tengah Ber Satu Konvoi Menuju Gbk,"Merinding lihatnya.

Banteng  Jawa Tengah ber SATU konvoi naik motor berangkat menuju GBK (Gelora Bung Karno) Senayan, Jakarta."
12-Feb-19,Penankapan Terduga Teroris Di Wilayah Desa Rumah Tiga,"Sebuah pemberitaan yang diberi judul Densus 88 Ciduk Satu Orang Teroris Di Desa Rumah Tiga, Warga Kaget"
5-Sep-18,Viral Pernikahan Diobrak-Abrik Mantan Pacar Di Malang,PESTA PERNIKAHAN DI OBRAK ABRIK OLEH SANG MANTAN.
31-Jul-18,Masjidil Haram Dan Kakbah Dipasangi Payung Raksasa Yang Dapat Dibuka Tutup Pada Musim Haji 2018,"29 Juli 2018 mulai dipakai payung terbesar di dunia, The Worlds Biggest Umbrella dipasang di Masjidil Haram. Akan terbuka dan tertutup menyesuaikan sinar matahari. Tinggi 45m, berat 600 ton dan menutupi 2400m2. Masyaallahsubhanallah."
28-Apr-18,"Di Balik Pembangunan Proyek Jalan Tol Di Semarang, Ada 164 Mesjid Yang Harus Di Robohkan","Udah pada baca koran belom?
 
 Ini ada cerita yang membuat nyesek di dada. Di balik pembangunan Proyek Jalan Tol di semarang, ada 164 mesjid yang harus di robohkan.
 Sadarkah kita wahai umat muslim?
 Innalillahi Wa Innailaihi Rajiun"
20-Apr-18,Jokowi Meminta Masyarakat Beralih Menggunakan Mata Uang Tiongkok Ini Negara Indonesia Apa China,"Jokowi meminta masyarakat beralih menggunakan mata uang tiongkok!
 Ini negara Indonesia apa China ?"
16-Apr-18,"Kapolres Sukabumi Pose 3 Jari, Mendukung Salah Satu Cagub Jabar",Mantep banget nih pak polisi. Bener nih Kapolres Kota Sukabumi @DivHumas_Polri? Boleh ya polisi jadi jurkam?
24-Mar-18,Empat Jurus Emergency Trick Menolong Nyawa,"H 4 jurus Emergency tricks menolong NYAWA (harus DISIMPAN) :
 
 1. Lumpuh 1/2 badan (akibat penyumbatan maupun perdarahan), nampak mulut  mata mencong, harus segera ambil jarum jahit, tusuk kedua daun telinga paling bawah, masing2 pencet 1 tetes darah. Orangnya langsung sembuh, dan tidak meninggalkan gejala di belakang hari.
 2. Serangan jantung, segera buka kaos kakinya, dgn jarum jahit tusuk semua ujung2 jari kaki, lalu pencet masing2 dikeluarkan 1 tetes darah. Biasanya orangnya langsung siuman.
 3. Bengek atau asma, sulit napas sampai menderita sekali. Segera tusuk ujung hidung dgn jarum jahit, pencet keluar 2 tetes darah hitam, langsung sembuh.
 4. Ayanan (kejang2), tusuk dgn jarum jahit (jarum lain boleh ?), tusuk pada titik Ren Chung (pertengahan dlm parit antara hidung & bibir atas), segera sembuh.
 ke 4 jurus di atas tidak ada bahayanya, Jgn takut, semuanya berkhasiat dalam 10 detik.
 Forward sekali, mungkin BISA MENOLONG banyak orang!
 MOHON jika sudah lihat ini di simpan."
16-Mar-18,Cek Saldo Rekening Di Bank Bri Terutama Yang Sudah Registrasi Hp Menggunakan Kk Dan Nik,"Yang punya rekening di bank BRI di harap cek saldonya terutama yang sudah registrasi hp yang di pakai KK &NIK .
 kabar nya di beberapa wilayah sumatra banyak nasabah yang kehilangan saldo nya dari 5 jt,20 jt,40jt.bahkan ada yang saldo nya 100 ribu seorang nasabah di BRI di kendiri kebobolan RP.500 juta.di tabung di BRI kartu tani juga ada yang kena 5 juta uang karyawan OMG raib/bobol 20 juta di tekening ATM BRI SARIAH .
 # SUNGGUHHHHHH_ANEHHHHHH"
11-Mar-18,Ulama Di Arab Saudi Diturunkan Paksa Dari Mimbar Karena Mengkritik Pemerintah |  Saudi-Imam Arrested From The Pulpit For Speaking Against Jews,Ulama di Arab Saudi diturunkan Paksa Dari Mimbar Karena Mengkritik Pemerintah
25-Sep-17,Ketangguhan Masyarakat Bali Dilemahkan Oleh Medsos Seperti Ini.,"kpda yth bpak presiden RI ,sya mau tnya apa beda nya kami dngn pngungsi rohingya? mreka pak ksi bntuan bertonton smntra untuk wrga asli indonesia apa , bali slah satu provinsi yg mmbrikan pmasukan pling bsar di indonesia,tp dngn kjdian yg skrang ini seolah pak lupa dngn kami;,apa krna rohingya seumat dngn bpak hingga bgitu special nya mreka?
 cuma itu sja yg ingn sya tnyakan ! #savekarangasem
 #savegunungagung
 #satunusasatubangsa."
23-Sep-17,Undangan Resmi Dari Panglima Tni,"benni_hidayat: Undangan Resmi dari Panglima TNI
 Sabtu, 30 September 2017 Jam 7 pagi kita kumpul di Monas (DKI) dengan ikat kepala merah putih."
3-Dec-16,Poster Aksi Kitaindonesia Dengan Tagar Dan Pendukung Acara,"Narasi berupa foto poster acara KitaIndonesia disertai narasi dari akun Cut Meutia Adrina. Narasi tersebut ialah:
 
 Lihat siapa pendukung dibawahnya?"
20-Nov-16,Tayangan Video Dari Metro Tv Dengan Judul Parade Bhinneka Tunggal Ika: Ahok Terharu Banyak Peserta Tak Kebagian Tempat Sampai Tercebur Di Pantai Ancol,PARADE BHINNEKA TUNGGAL IKA: AHOK TERHARU BANYAK PESERTA TAK KEBAGIAN TEMPAT SAMPAI TERCEBUR DI PANTAI ANCOL
8-Jan-16,Latihan Bela Negara Tni Kepada Fpi,"*Press Release berkaitan berita TNI memberikan latihan ala militer kepada FPI di wilayah Lebak*
 
 Sebagaimana diketahui bahwa di media sosial telah berkembang tentang adanya berita tentang TNI memberikan latihan ala mikiter di wilayah Lebak Banten."
30-Nov-15,"Husain Khudri, Pemuda Sunni Yang Tersenyum Ketika Akan Digantung Syiah Iran","APA yang ada dalam pikiran Anda ketika melihat foto di atasseorang pemuda yang berada di tiang gantungan, ia melambaikan tangan dan tersenyum?
 
 Foto ini menceritakan kondisi seorang pemuda Sunni bernama Husain Khudri yang akan menghadapi eksekusi mati di Iran. Ia digantung oleh para Syiah di negeri itu."
15-Aug-20,Ka.Camat Se Dki Jakarta Menghimbau Untuk  Menunda Setiap Rencana Kegiatan Yg Mengumpulnya Massa,"Saya, Camat di DKI Jakarta dengan ini menghimbau kepada seluruh masyarakat , melalui Para Lurah"
26-Jul-20,Peta Yogyakarta Di Timur Tengah,"Map Google Cadroen yoo? gara Anies ngaku jawa-tulen dan asli Yogya, skrg Yogya dipindah ke dekat Yaman nih via @Om_Bregas"
11-Jul-20,"Miskin Nya Negeri Ini. Mobil Wakil Presiden Sampai Kehabisan Bbm, Sekelas Mercy Di Isi Pake Bensin Eceran","Astaghfirullah, sampai seginikah miskin nya Negeri ini? Mobil Wakil Presiden sampai kehabisan BBM di perjalanan dan lucu nya lagi Mobil Mewah sekelas Mercy di isi pake bensin eceran, siapa kah yang patut di salahkan?"
22-Jun-20,Video Hukuman Mati Bagi Koruptor Uang Negara Di Korea Utara,Hukuman mati bagi koruptor uang negara di Korea Utara. di bawah ada kandang buaya dan Presiden Korea Utara menggandeng pejabatnya yang terlibat korupsi
19-Jun-20,Apa Iyaaaaa Bisa Hamil?,"Astaqfirullah, sampai sakit kepala ku beb, mikir ini Apa iyaaaaa bisa hamil? Trus masuknya dr mana? Dan keluarnya dimna? Bener menantang kodrat Kok aq jd geli ya melihatnya"
6-Feb-20,Video Akibat Virus Corona Babi Di Kubur Hidup-Hidup,"Telah terjadi pembunuhan massal di China.
 Akibat dari virus Corona ini.
 Babi serta unggas di kubur hidup-hidup.
 Gimana di negeri kita ini
 Apakah masih ada yg pelihara babi?"
24-Jan-20,Video Gus Dur Dibaptis,"GUSDUR DIBAPTIS ?
 Pantesan oh pantesan
 KELUARGA DAN PENGIKUTNYA RADA-RADA sesat"
24-Jan-20,Dua Perawat Di Rs Sardjito Terjangkit Virus Corona,Pak tolong diinformasukan kepada teman@ taxol maupun konven.bila jemput pnumpang di sarjito diharuskan memakai maskersehubungan dengan penyebaran virus seperti Wuhan dari Chinapagi ini sudah ada 2 perawat yg tertularterima kasih
4-Dec-19,Itb Stikom Bali Berikan Klarifikasi Atas Isu Telah Terpapar Isis,SEKEDAR MENGINGATKAN saja . . .Masyarakat Bali vs STIKOM Bali Scorenya 0 : 4 Wajar jika masyarakat Bali menaruh kecurigaan yang mendalam terhadap STIKOM Bali. Ini adalah sederetan rekaman ingatan publik yang sulit untuk dibantah dan kemudian dianggap sebagai kebetulan belaka;
5-Nov-19,Nissa Sabian Meninggal Dunia 2019,"Innalillahi nissa sabyan meninggal dunia 
 Nissa sabyan meninggal dunia . prestasimu akan selalu kami kenang"
29-Sep-19,Detik-Detik Pesawat Gagal Landing Dan Terbakar Di Bandara Kualanamu International Airport,"Astaghfirullah
 Inna lillahi wa inna ilaihi rajiun
 Detik, detik pesawat gagal landing dan terbakar di bandara Kualanamu International Airport"
28-Jul-19,"Btn Dan Ugm Bantah Terlibat Dalam Acara Ugm Btn Death Marathon 1000K, Lari Menuju Kematian",Kami sampaikan Universitas Gadjah Mada tidak pernah menyelenggarakan kegiatan tersebut
9-May-19,Saksi Pks Pekanbaru Bernama Hatta Zalliyus Dirawat Di Rumah Sakit Karena Keracunan Cyanida,"Nama : Hatta Zalliyus bin Fauzaini
Saksi Pks di TPS 11
Kel Binawidya
Kec Tampan
Kodya Pekan Baru"
5-Feb-19,Skema Kewaspadaan Umat : Ahok Diangkat Menjadi Wakil Presiden Lalu Menjadi Presiden.,"Skema kewaspadaan umat. 
Jangan bodoh hidup di dunia. Mereka berstrategi, mengapa kita tidak? Islam pakar strategi politik, karna politik dalam istilah arab adalah siyasah, bersiasat, berstrategi"
12-Sep-18,Seorang Anggota Banser Stress Dan Meninggal Karena Tidak Tahan Sering Diejek Jaga Gereja Dan Bubarkan Pengajian,Beredar sebuah screenshot yang mencatut nama kompas.com yang memberi judul berita seorang anggota Banser stress dan meninggal akibat sering diejek tetangganya jaga gereja dan bubarkan pengajian.
8-Sep-18,: Inilah Presiden Jokowi Tidur Di Pengungsian Selama Di Lombok,"Inilah Presiden Jokowi tdr di pengungsian selama di Lombok, bangga sekali memiliki pemimpin seperti ini yang tdk ada 2nya, semua yang dikerjakan berhasil, jerih lelahmu tdk sia-sia pak semua Tuhan perhitungkan, kami rakyatmu berdoa agar selalu diberi kesehatan."
18-Agu-18,Sandiaga Uno Bebas Ngerangkul Cewe Walau Bukan Muhrimnya,HORANG KAYAH YANG SUDAH NGULAMA DAN TURUNAN SUNAN GUNUNG JATI BEBAS NGERANGKUL CEWE WALAU BUKAN MUHRIMNYA
24-Jun-18,Foto Luhut Pandjaitan Hasil Suntingan,Katanya simbol PKI di baju kaos adalah trend anak muda.
31-May-18,"Begal Beraksi Di Wilayah Cileweung, Korban Wanita Alami Luka Bacok","Share ke semua masyarakat
 HATI2 korban begal, waktu tadi di cileweung ona kota rangkasbitung.
 Ada begal lagi nih cewe jadi korban nya
 #UsutTuntas
 #KetemuBegalLangsungBakarPak"
13-Apr-18,Narkoba Dikirim Dari China Melalui Tiang Pancang Proyek Infrastruktur,"Disinformasi lama yang diedarkan kembali, sabu kristal yang ada di dalam pipa-pipa baja tersebut diselundupkan oleh jaringan Freddy Budiman."
21-Jan-18,Pulau Ri Dijual Online,"Jakarta  Situs privateislandonline.com kembali memasang iklan penjualan pulau di Indonesia. Kali ini yang dijual adalah pulau Ajab di Bintan, Kepulauan Riau seharga Rp 44 miliar."
26-Dec-17,"Uas Dizalimi, Sultan Brunei : Akan Kami Boikot Seluruh Bisnis Hongkong Di Brunei","UAS DIZALIMI, SULTAN BRUNEI : AKAN KAMI BOIKOT SELURUH BISNIS HONGKONG DI BRUNEI"
14-Nov-17,Hoaks! Tak Ada Kapal Tiongkok Ke Pulau Reklamasi,"Berdasar penelusuran di Google Image, ternyata foto tersebut merupakan armada Angkatan Laut Jepang.
Kapal paling depan tersebut bernama Kurama. Foto diambil ketika ada kegiatan kemaritiman di Jepang pada Oktober 2015"
13-Oct-17,: Seorang Narapidana Makan Alkitab Sebelum Dieksekusi Mati,Seorang Narapidana Makan Alkitab Sebelum Dieksekusi Mati
1-Oct-17,: Pesan Telak Dari Kopassus,Pesan Telak Dari Kopassus
16-Feb-17,": Website Kpu Dijebol Oleh Hacker China, Sehingga Suara Ahok Jadi Naik","Website KPU dijebol oleh hacker China, Sehingga Suara Ahok Jadi Naik"
9-Jan-17,Foto Ronaldo Turun Dari Pesawat Saat Tiba Di Aleppo,Kedatangan ronaldo kesana untuk menjenguk anak2 yang terkena bom.oleh tentara rezim bashad al assad.ronaldo tidak takut datang walaupun perang tengah melanda kota tersebut.
20-Dec-16,: Uang Baru Tahun Emisi 2016 Tidak Dicetak Oleh Peruri,Uang Baru Tahun emisi 2016 Tidak Dicetak Oleh PERURI
19-Nov-16,Foto Aksi 19 November Di Bundaran Hotel Indonesia,Foto Aksi 19 November di Bundaran Hotel Indonesia
25-Jul-20,"Foto Heboh, Israel Ubah Masjid Bersejarah Jadi Bar","Sebuah kabar menghebohkan datang dari Israel. Ternyata, Israel mengubah bangunan bersejarah Masjid Al Amar menjadi sebuah bar atau aula pesta pernikahan sejak 2019 lalu. Masjid Al Amar ini merupakan salah satu bangunan bersejarah Palestina dari abad ke-13 yang berada di Safed. Masjid itu berada di kewenangan otoritas Israel sejak 1948."
24-Jul-20,Duo Sipit. Yg Satu Sudah Menjadi Dewan Penasehat Densus.Yg Satunya Hendak Mau Jadi Dewan Penasehat Mabes Polri,Duo Sipit Yg Satu sudah menjadi Dewan Penasehat DenSus.yg Satunya Hendak mau Jadi Dewan Penasehat Mabes Polri.ada apa dgn Institusi ini
8-Jul-20,"Jokowi Halal Dilengserkan, Sudah Di Labeli Oleh Mui, Siapa Yg Tdk Patuh Terhadap Mui Maka Haram",Sudah di labeli oleh MUI . Siapa yg tdk patuh terhadap MUI maka HARAM. Tinggal tunggu revolusi berdarah atau mengakui kecurangan secara konstitusional Dan Mempertanggung jawabkan semua kerusakan yg di perbuat bersama Gerombolannya serta Bertobat. Kami di ciptakan hidup baik untuk nanti Mati dengan jln Selamat. MUI JOKOWI HALAL DILENGSERKAN
3-Jul-20,"Sejeluarga D India Meningal,Daun Pisang Tempat Mereka Makan Terimpeksi Pirus K Lalawar","Hati2 makan pakai daun pisang,sejeluarga d india meningal,Daun pisang tempat mereka makan terimpeksi pirus k lalawar.bagi2kan brita terbaru ini."
22-Jun-20,Motor Terbakar Di Yogyakarta Karena Hand Sanitizer,"hanya mengingatkan bagi sedulur yang membawa hand sanitizer,tempat kejadian di Kkb Gajah Mada Pakualaman,dikarenakan menaruh hand sanitizer di jok motor,"
13-Jun-20,Narasi Keliru Di Foto Kawanan Serigala,"Kelompok serigala 3 serigala yang paling depan adalah serigala yang tua dan sakit, mereka berjalan di depan kawanan untuk mengatur kecepatan untuk seluruh kawanan. Berikutnya 5 ekor yang terkuat dan terbaik, mereka bertugas melindungi bagian depan jika ada serangan. Di bagian tengah adalah anggota lain dari kawanan seperti induk serigala dan anak anak yang selalu terlindungi dari serangan apa pun. Kemudian, 5 di bagian ekor yang juga terkuat dan terbaik yang mengikuti dan melindungi disisi belakang. Yang terakhir sendirian, dia adalah alpha, sang pemimpin. Dia memeriksa semuanya dari belakang, memastikan tidak ada yang tertinggal. Dia selalu siap berlari ke segala arah untuk melindungi dan berfungsi sebagai penjaga tubuh untuk seluruh kawanan. Seorang pemimpin bukanlah yang terdepan dan selalu menjadi nomor satu. Seorang pemimpin adalah dia yang tahu menjaga dan melindungi seluruh anggotanya."
21-May-20,"Bukannya Memotong Gajinya Untuk Mereka Para Tim Medis, Malah Memotong Tunjangan Para Tim Medis.",Teganya Anies Potong Tunjangan & Transport Tenaga Medis
12-Feb-20,People Trying To Escape #Chinas #Coronacamps Video,"No, not a scene from Fast and Furious but people trying to escape #Chinas #CoronaCamps."
8-Oct-19,Fpi Sudah Masuk Wamena Untuk Mengibarkan Bendera Merah Putih Dan Posko Jihad Wamena.,"Defacto ini FPI sudah masuk WAMENA utk meNGIBARkan bendera MERAH PUTIH, meNURUNkan bendera KEJORA, meLINDUNGI warga pendatang yg dibantai dan diusir. Luar biasa daripada yg koar2 sok NKRI tapi hobinya hy mbubarin pengajian di masjid doang hy ngaku sok NKRI giliran ada bahaya negara yang mengancam jiwa dan raga anak bangsa malah mlempem, katanya nggak ada jatah anggaran."
24-Sep-19,Foto Aliansi Pekerja Sepanjang Sudirman-Kuningan,"ALIANSI PEKERJA SEPANJANG SUDIRMAN-KUNINGAN
 #MOSITIDAKPERCAYA
 24 SEPT 2019 | DPR RI, JAKARTA
 There are no marshals and leaders today. Nobody is responsible for you. You are responsible for yourselves,"
18-Sep-19,Presdir Freeport: Saham 11% Untuk Presiden 9% Untuk Wakil Presiden #Enakkalijadipresiden,"Presdir Freeport: saham 11% untuk Presiden 9% untuk wakil Presiden
 #EnakKaliJadiPresiden"
14-Aug-19,Rs Bedah Surabaya Temukan Korek Dan Baterai Dalam Perut Balita,"Kiriman video dari seorang Dokter saat melakukan operasi pada seorang balita berusia 4 thn
 (RS Bedah Surabaya)
 
 Dalam perut anak tsb ditemukan beberapa benda diantaranya : 
  Korek Api
  Baterei
  Uang mainan"
29-Jul-19,"Disebut Menyegel Mushola Dan Melarang Orang Shalat, Kumtua Dan Pemkab Minahasa Utara Nyatakan Tidak Benar","Itu bukan mushola tapi balai pertemuan. Nah, karena disitu mulai ada aktifitas ibadah maka masyarakat mempertanyakan kepada saya."
25-Jul-19,"Said Aqil: Jangan Bilang Siapa-Siapa Ya. Fieling Saya,Pak Jokowi Itu Imam Mahdi Yang Muncul Di Akhir Zaman Nanti","SAID AQIL: Jangan Bilang Siapa-Siapa ya. Fieling Saya,Pak Jokowi Itu IMAM MAHDI Yang Muncul di Akhir Zaman Nanti"
25-Apr-19,Foto  Pdt.Dr.Ir.Niko Njotorahardjo Mendukung Paslon Prabowo-Sandi,"Kami mengutuk keras penyerangan Biadab yg di lakukan Fartai PDI-P Di DIY Ke markas FPI, yang memakan Korban 1 Anggota FPI, 2 Umat kami dan @ Gereja di rusak, 1 Anggota Imtel Tni, dan ! orang Panwaslu. 17 April 2019 kami tdk Goyah Pilih 02"
16-Mar-19,Foto Di Cuitan Jumlah Korban Meninggal. Oleh @Pedjoeang_Islam,"Info: Jumlah korban meninggal total 49 orang, 41 orang di masjid An-Nur, 7 orang di masjid Linwood dan 1 meninggal setelah kritis di rumah sakit. Semoga Jamaah yang Wafat dalam peristiwa ini diganjar oleh Alloh dengan sebaik-baiknya ganjaran insyaAllahHusnul Khotimah). Aaamiin"
15-Feb-19,Detik.Com Beritakan Ketua Umum Psi Nyatakan Siap Menjadi Menteri Kabinet Kerja Jokowi,Jika mukidi menang si Sontoloyo ini cocoknya jadi menteri LGBT alias pemberdayaan laki2 rasa wanita dan wanita rasa laki2 haha
