tanggal,judul,narasi
8-Mar-17,Alfian Tandjung Menuduh Nu Kendal Rayakan Hut Pki Pada Tanggal 23 Mei 2015,Alfian Tandjung Menuduh NU Kendal Rayakan HUT PKI Pada Tanggal 23 Mei 2015
18-May-19,Klarifikasi #Sosdrjohnsimpsonforindonesia,Cek tangkapan layar
8-May-19,Klarifikasi Dari Rektor Uin Suska Riau Terkait Surat Pemecatan Ustaz Abdul Somad Sebagai Dosen,Ustadz Abdul Somad Dipecat Dari PNS. Luar Biasa Pemerintah Ini. Apa Tindakan Rakyat & Umat Islam Untuk Ustadz Kami Ini? Siap Perintah?
9-Dec-18,Klarifikasi Polri Dan Kpk Terkait Kabar Kabareskrim Bongkar Rekening Gendut Ketua Kpk,Itu hoax banget
28-Jul-18,Bukan Bus Calon Jamaah Haji Asal Indonesia Yang Mengalami Kecelakaan Dan Terbakar Di Wilayah Asfan,"Untuk sopir memang WNI bernama Syafii meninggal, tapi sekali lagi seluruh penumpangnya Warga Turki, bukan WNI"
21-May-18,Tribun News Tidak Menuliskan Densus 88 Mengamankan Barang Bukti Al Quran Saat Menggeledah Rumah Driver Ojol Terduga Teroris Di Medan,"Fenboi ISIS depresi berat jadinya gini Hoax disebar di WAG soal penangkapan teroris di Medan yang katanya barang buktinya Al Quran, biar pada benci polisi. Hati2 gaes, poto pertama dan kedua adalah hoax, beritanya pada foto ketiga dan ini link aslinya: http://video.tribunnews.com//driver-ojol-teroris-ditangkap "
29-Jan-17,Aplikasi Serupa Whatsapp Yang Berpotensi Disalahgunakan Dalam Penyebaran Berita Palsu Dan Fitnah,Aplikasi serupa WhatsApp yang Berpotensi Disalahgunakan dalam Penyebaran Berita Palsu dan Fitnah
27-Nov-18,Pihak Kepolisian Kalsel Amankan Penyebar Hoaks Pembunuhan Levie Prisilia,"Wakapolda Kalsel, Brigjen Aneka Pristafuddin: Kita amankan pemuda berinisial MR dimana yang bersangkutan kita amankan terkait dengan berita yang dibuat olehnya yang menghubungkan dua kejadian yang berbeda dan tidak ada kaitannya sama sekali,"
01-Okt-18,"Mengenal Likuifaksi, Fenomena Tanah Bergerak Gempa Palu",Gempa di palu mengerikan. Rumah dan pohon berpindah tempat. Terdorong dari pondasi atau akarnya.
4-Apr-18,Tidak Ada Pejemputan Paksa Ulama Bireuen Oleh Polisi,"Langsung kita panggil kedua belah pihak. Dengan perangkat desa, tokoh budaya, tokoh agama, alhamdulillah sudah klir. Jadi tidak ada jemput paksa, kata Kapolsek Kota Juang, AKP Ahmad Arief Sanjaya, Selasa (3/4)."
20-Dec-17,"Catet Ya, Biar Gak Tercyduk","Catet ya, biar gak tercyduk"
30-Nov-17,Anggaran Renovasi Kolam Dprd Dki Jakarta Diusulkan Orang Kepercayaan Ahok Dan Ketua Dprd Dki Jakarta Fraksi Pdip,"LAGI2 FITNAH AHOKERS TERBONGKAR TELAK!
PENGUSUL ANGGARAN RENOVASI KOLAM BALAIKOTA SEBESAR 620 JUTA TERNYATA ADALAH MUHAMMAD YULIADI.
YULIADI ADALAH ORANG KEPERCAYAAN AHOK YANG DIPASANG SEBAGAI SEKRETARIS DPRD DKI"
29-Apr-19,"Dituding Tawarkan Pekerjaan Ke Peretas Situs Kpu, Polri Beri Bantahan","Kepala Biro Penerangan Masyarakat Divisi Humas Polri, Brigadir Jenderan Dedi Prasetyo: Ada beredar simpang siur, tapi kami sudah sampaikan itu tidak benar. Ada informasi katanya pemuda tersebut direkrut, saya sudah tanya. Siap, tidak benar itu komandan,"
24-Agu-18,Smk Tidak Boleh Lagi Buka Jurusan Komputer Jaringan,Apakah ini benar
27-Jul-18,Polri Tidak Lakukan Perubahan Pelat Kendaraan Bermotor Menjadi Warna - Warni,Pelat yang warna-warni itu hoax
7-Jan-18,Kak Seto Marah Dengan Film Naura,"Ka seto MARAH dg film Naura.
Pertanda iman melekat dlm jiwa Beliau
Yg cuex agamanya di lecehkan jangan2 hidungnya pesex."
27-Dec-17,Gereja Indonesia Di Bandung Mendukung Zionis Yahudi,"Gereja indonesia di bandung mendukung zionis yahudi.
Sementara nasrani di palestina dihajar oleh tentara israil yahudi dalam perayaan natal.
#MIRIS?"
10-Nov-17,Bayern Munchen Buka Masjid Baru Usulan Franck Ribery Di Stadion Allianz,"Klub Bundesliga, Bayern Muenchen, kabarnya telah membuka masjid baru di kompleks Stadion Allianz Arena, Munich, Jerman."
24-Sep-17,Pki Sudah Dilatih Pegang Senjata Fpi Kpan?,"PKI sudah dilatih pegang senjata FPI kpan? ayok kita bangkit, kita tunggu apa lgi, tunggu ulama di bunuh, tunggu jendral kita di masukin ke lubang buaya lgi?"
28-Apr-17,Tidak Ada Organisasi Asosiasi Pengusaha Indonesia Taiwan,"Konfirmasi. .
 Saya bagian dari APIT.
 APIT bukan dari singkatan ASOSIASI PENGUSAHA INDONESIA TAIWAN. Yang benar adalah ASOSIASI PEKERJA INDONESIA TAIWAN .Saya bnyk d konfirmasi olh teman-teman tentang kiriman bunga iniHelooo. Kami APIT TIDAK PERNAH MENGIRIM BUNGA UNTUK AHOK DJAROT. please jangan mengada-ada."
30-Dec-19,"Klarifikasi Pihak Keraton Yogyakarta Terkait Isu Pemasangan Pohon Natal Di Masjid Gedhe Kauman, Yogyakarta","Salah satu fungsi online presence @kratonjogja adalah mencegah kekosongan informasi diisi oleh misinformasi, apalagi disinformasi. Itu pohon-pohon tiap tahun dibuat dalam rangka peringatan Isra Miraj yes,"
18-Apr-19,: Metro Tv Klarifikasi Tayangan Quick Count Unggulkan Prabowo,"Metro TV kecolongan memberikan data yang salah, hasil survei di atas dengan yang di bawah berbeda"
18-Oct-18,Apa Sih Cita-Cita Metro Tv Ini?,"APA SIH CITA-CITA METRO TV INI?
ternyata Metro TV 11-12 dg para ahokers lainnya nggak bisa move on. dari pemberitaan yg nggak mutu tentang Bunga Anies-sandi tdk sebanyak bunga Untuk Ahok-Djarot lalu yg tak kalah lucu adalah berita ini. metro TV bikin tulisan AHY tidak sempat bersalaman dengan Anies-Sandi, ternyata AHY bersalaman sekaligus ngucapin selamat kepada pasangan Anies-Sandi. untuk Foto membantah tulisan metro tv AHY tdk sempat salaman saya ambil dari FP resmi AHY berikut video membantah metro TV saya ambil dari TV ONE
NAH SEKARANG NILAI SENDIRI PEMBERITAAN METRO TV SEPERTI APA?"
27-Jul-18,Tidak Ada Klaim Dari Anies Mengenai Merancang Lapangan Banteng Dari 0,Mereka berteriak saat Gubernur DKI Jakarta Anies Baswedan menyebut kalimat yang merancang dan menyiapkan grand design dari nol dalam sambutannya.
25-Apr-18,Kemenristekdikti Luruskan Wacana Dosen Impor,"Bukan dosen asing, tapi profesor kelas dunia. Orang Indonesia pun bisa mengikuti program ini, asalkan dia mengajar di universitas di luar negeri dan mempunyai koneksi dengan peraih Nobel,"
27-Nov-17,"Video Motor Dibakar Di Fb Ditulis Efek Operasi Zebra, Iwan Dibekuk","Warga Denpasar, Iwan ditangkap Tim Cyber Crime Polda Sulsel karena memelintir video kebakaran sepeda motor. Dalam akun Facebooknya, ia menulis caption Akibat Operasi Zebra, padahal kebakaran sepeda motor itu terjadi saat demonstrasi mahasiswa."
23-Dec-16,Foto Jembatan Cisomang Jalan Tol Purbaleunyi Jalan Tol Purbaleunyi Bergeser,"Dari hasil evaluasi yang dilakukan oleh PT. Jasa Marga sebagai Badan Usaha Jalan Tol (BUJT) yang dilaporkan kepada Komisi Keamanan Jembatan dan Terowongan Jalan (KKJTJ) dan Badan Pengatur Jalan Tol (BPJT) pada hari Kamis, 22 Desember 2016 diperoleh hasil bahwa telah terjadi pergeseran (deformasi) pada pilar kedua (P2) yang sudah melebihi batas izin yang disyaratkan, namun demikian vibrasi jembatan tersebut masih dalam ambang batas aman"
11-Nov-16,"Kampanye Ahok Di Ciganjur, Jakarta Selatan Tak Digubris","Ga ada warga yang mau dikumpulin di Jl. Kemenyan, Ciganjur, Jagakarsa, Jakarta Selatan, untuk dengerin Ahok orasi, akhirnya Ahok milih ke tempat pemancingan warga. Bahkan salah seorang abang yg sedang mancing di samping Ahok emoh. Dia lebih fokus mancing drpd dengerin Ahok bercelotehKeciiaaann dah lo hokkk"
10-Jul-16,Ketidakjujuran Presiden Jokowi Perihal Silsilah Keluarganya,"Hei, begini teman: Jika ada pemimpin yang latar belakang keluarganya tidak jelas, menjadi pro dan kontra, dan selama ini terkesan seperti ditutup-tutupi, tak pernah diklarifikasi, tidakkah Anda melihat ada sesuatu yang aneh?"
27-Sep-19,Sriwijaya Air Group Bantah Setop Operasi,"Informasi setop operasi itu tidak benar. Hingga saat ini Sriwijaya Air dan NAM Air masih beroperasi melayani pelanggan dan reservasi pun masih tetap kami buka,"
21-Jun-18,"Klarifikasi Pihak Kepolisian Terkait Isu Pembegalan Di Pesing, Jakarta Barat","Jakarta Barat ada yang menyatakan tak aman, dengan beredarnya voice note pembegalan, di Jembatan Fly Over pesing. Itu tidak benar. Hoaks,"
18-Jan-18,Pembangunan Infrastruktur Yang Dibanggakan Oleh Presiden Ri Joko Widodo Di Papua Selama Ini Ternyata Menjadi Kedok.,"Pembangunan infrastruktur yang dibanggakan oleh Presiden RI Joko Widodo di Papua selama ini ternyata menjadi kedok lalainya pembangunan sumber daya manusia yang ada di sana. Belakangan kedok itu pun terkuak, 63 anak suku Asmat meninggal akibat gizi buruk dan wabah campak. Kematian tersebut menjadi indikasi bahwa rakyat Papua butuh perhatian khusus terutama kebutuhan pangan bergizi serta fasilitas kesehatan yang memadai. Bukan jalan beton yang dapat menghidupi mereka, melainkan pangan bergizi dan bantuan fasilitas kesehatan yang sebenarnya mereka butuhkan."
6-Nov-17,11 Langkah Memverifikasi Sumber Berita Di Internet,"Liputan6.com, Jakarta  Informasi atau konten yang dimuat di internet belum tentu benar. Namun nyatanya, sebagian di antara kita masih saja ada yang suka menyebarkan berita yang berasal dari sumber tak tepercaya, yang kebenarannya tak bisa dipertanggungjawabkan."
1-Nov-16,: Jangan Percaya Posting Palsu Provokatif Di Medsos!,"Ahok Lepas 50 Marbut Masjid di Jakarta untuk Umrah di Makkah, diedit menjadi: Ahok Lepas 50 Marbut Masjid di Jakarta, Bohong."
9-Mar-20,Klarifikasi Mentari International School Tentang Pemberitaan Terinfeksi Covid-19,"TIDAK ADA murid maupun guru/staf sekolah Mentari yang menjadi suspek ataupun terindikasi terjangkit virus Corona.
 Sekolah-sekolah Mentari diliburkan selama 4 (empat) hari agar dapat dilakukan pembersihan dan disinfeksi secara menyeluruh, sesuai dengan standar internasional."
21-Jul-18,Ratusan Pekerja Pertamina Ru Ii Dumai Tolak Akuisisi Pertagas,Salut buat Serikat Pekerja Pertamina yang berani menolak kebijakan Pemerintah.
30-Mar-18,Mengecek Kebenaran Klaim Yusril Soal 500 Gereja Yang Ditutup Di London,Mengecek Kebenaran Klaim Yusril soal 500 Gereja yang Ditutup di London
25-Feb-18,Menanamkan Mental Paranoid Melalui Berita Hoax,Menanamkan Mental Paranoid Melalui Berita Hoax
4-Nov-17,Seputar Jakarta News: Alumni 212 Gelar Setahun Aksi 411 Di Masjid Al Azhar,"Jakarta, Seputar Jakarta News  Presidium Alumni 212 menggelar salat Subuh berjamaah untuk memeringati setahun Aksi Bela Islam 411. Salat Subuh dipusatkan di Masjid Agung Al Azhar, Kebayoran, Jakarta Selatan, Sabtu (4/11) mulai pukul 04.30 WIB"
10-Oct-17,Adakah Yang Mau Nyinyirin Pendeta Poligami Ini?,Adakah yg mau nyinyirin pendeta Poligami ini?
6-Oct-17,Pki Ketangkep Sore Tadi! Mampus.,"PKI KETANGKEP SORE TADI! MAMPUS.
 
 Masih Bilang PKI Isu, Masih Terus Bilang Kaos Lambang PKI Trend Anak Muda? Ni PKI Ketangkep Di Sapuran, Wonosobo Jawa Tengah.
 
 #GANYANG_PKI_LAKNAT
 
 #HARAM_PKI_DI_NKRI."
5-Oct-17,Cetakan Uang Baru Tidak Diakui Dunia Internasional,"DISAAT NANTI UANG KITA TIDAK BERLAKU LAGI MAKA KITA AKAN DIPAKSA MENGGUNAKAN MATA UANG YUAN DAN DOLLAR. ITU ARTINYA KITA SDH TIDAK PUNYA APA APA LAGI ALIAS BANGKRUT. WASPADAI SI SIPIT LICIK, KRN GRAND DESIGN MEREKA ADALAH MEMBUAT BANGSA INI BANGKRUT LALU TANPA PERLAWANAN MEREKA AKAN KUASAI KITA DAN BANGSA KITA INI.
 HANYA MENTAL PECUNDANG PNGHIANAT YG DIAM MELIHAT BANGSA INI DI ANIAYA KAUM SIPIT KAFIR YG LICIK, RAKUS & AMBISIUS."
22-Dec-16,: Panduan Bersosial Media Secara Sehat,"Berikut ada beberapa cara agar anda bisa menyelamatkan orang-orang yang anda kasihi. Mengajak mereka untuk sehat dalam bersosial media. Agar tidak menyebarkan berita provokatif yang belum terverifikasi kebenarannya, supaya tidak ikut menyebarkan status-status kebencian yang tidak bisa dibuktikan fakta-faktanya."
16-Sep-18,Misbakhun Bantah Fasilitasi Rscc Adakan Konferensi Pers Terkait Pemblokiran Rekening Bank Milik Ruben Ps Marey,"Undangan Peliputan yang disebarkan dengan mengatas namakan Ratna Sarumpaet Crisis Center (RSCC) di atas adalah undangan palsu dan hoaks. Sebagai anggota DPR RI, saya tidak pernah menerima pengaduan soal masalah tersebut, ujar Anggota DPR Komisi XI Fraksi Golkar, Misbakhun, Minggu (16/9)."
20-Jul-18,"Terduga Teroris Is Yang Tertangkap Di Sleman, Yogyakarta Bukan Pelatih Judo Di Ugm",Berkaitan dengan berita penangkapan terduga teroris di daerah Sleman yang dikaitkan dengan pelatih Judo UGM
29-Jun-18,Guru Di Bekasi Dipecat Lewat Pesan Grup Whatsapp Gara-Gara Beda Pilihan Di Pilkada Jabar,SEORANG GURU SDIT DARUL MAZA BEKASI DIBERHENTIKAN DENGAN TIDAK HORMAT HANYA LEWAT WA GROUP
5-Apr-18,Klarifikasi Bppt Terkait Isu Potensi Tsunami 57 Meter Di Pandeglang,"Datangnya bisa saja masih lama, bisa saja juga tidak terjadi. Masyarakat tidak perlu galau dengan pemberitaan yang tidak lengkap atau sensasional, ujar Unggul."
12-Dec-17,: Warga Cina Tanam Benih Cabai Mengandung Bakteri Berbahaya Di Bogor,Mengingat bibit dan tanaman itu membawa bakteri yang belum pernah ada di Indonesia dan belum bisa diberikan perlakuan apa pun terhadap tanaman yang terindikas
5-Dec-17,Media Sosial Masih Jadi Sarana Favorit Penyebaran Hoax,Media Sosial Masih Jadi Sarana Favorit Penyebaran Hoax
17-Mar-17,Video Pria Terbaring Berazan Adalah Kh Hasyim Muzadi,"Keempat sumber tersebut memiliki satu narasi yang sama, yakni mengatakan kalau video tersebut adalah video Dr. KH. Hasyim Muzadi mengumandangkan azan subuh sebelum wafat."
2-Dec-16,Sylviana Menyambangi Habib Rizieq Di Markas Fpi,"JELAS SUDAH .FOTO BERBICARA !
 
 Prof. Dr. Hj. Sylviana Murni Bersama Habib Rizieq Shihab Di Markaz Syariah FPI Petamburan"
17-Oct-16,Ciri-Ciri Anak Dominan Otak Kanan,"Di dalam artikel tersebut membahas mengenai tumbuh kembang anak, khususnya tumbuh kembang anak yang dominan otak kanannya. Salah satu poin yang diangkat dalam tulisan Ayah Edy itu ialah ciri-ciri anak dominan otak kanan."
14-Mar-20,Who: Saran Penyakit Coronavirus  Untuk Umum: Membantah Mitos,"Dari bukti sejauh ini, virus COVID-19 dapat ditularkan di SEMUA AREA, termasuk daerah dengan cuaca panas dan lembab. Apa pun iklimnya, lakukan tindakan perlindungan jika Anda tinggal di, atau bepergian ke area yang melaporkan COVID-19. Cara terbaik untuk melindungi diri dari COVID-19 adalah dengan sering membersihkan tangan. Dengan melakukan ini, Anda menghilangkan virus yang mungkin ada di tangan Anda dan menghindari infeksi yang dapat terjadi saat menyentuh mata, mulut, dan hidung Anda."
26-Agu-18,Penyebutan Topan Dan Badai Di Doa Maruf Amin,Harap maklum ya.
13-Apr-18,Kpk Bantah Mengusulkan Pemilihan Kepala Daerah Melalui Dprd,"Kami tegaskan hal tersebut tidak benar. KPK tidak pernah menyimpulkan, apalagi mengusulkan, agar kepala daerah dipilih oleh DPRD"
8-Mar-18,Klarifikasi Survei Calon Wakil Presiden Paling Disukai Masyarakat Bukan Dikeluarkan Lembaga Survei Indonesia,Klarifikasi Survei Calon Wakil Presiden Paling Disukai Masyarakat Bukan Dikeluarkan Lembaga Survei Indonesia
19-Oct-17,Registrasi Kartu Sim Card Perlukah Nama Ibu Kandung ?,"Cara Registrasi Ulang Kartu Simpati, XL, Indosat, 3, Axis (Note : beserta screen shoot tata cara registrasinya yang menyertakan nama Ibu kandung pada beberapa Provider)"
15-Feb-20,Waspada Bahaya Skullbreaker Challenge Yang Membahayakan Nyawa,Komisi Perlindungan Anak Indonesia (KPAI) dan Polri mengimbau anak-anak dan pelajar agar tidak mengikuti skullbreaker challenge karena jelas membahayakan diri sendiri. Jika terdapat korban jiwa dalam aksi tersebut maka dapat dikenakan tindak pidana
5-Nov-18,Kepolisian Klarifikasi Terkait Biaya Tilang Baru,"Beredarnya pesan melalui aplikasi WhatsApp yang berisi biaya tilang terbaru dan instruksi Kapolri terkait penilangan di Indonesia adalah hoax atau Tidak Benar. Adapun biaya denda penilangan sudah tertera dalam UU. no 22 tahun 2009 tentang Lalu Lintas dan Angkutan Jalan,"
21-Sep-18,Ferdinand Hutahean Menyatakan Akun Twitter @Ferdinandfarel Bukanlah Miliknya,"Saya akan mempidanakan org yg menyebarkan dan membuat akun twitter ini. 2011 sy belum punya akun twitter dan tidak punya akun twitter. Itu foto yg digunakan adlh foto saya. Anda menyebarluaskan hoax dgn gaya pura2 bertanya. Oh ya, betul anda kontributor Asia Sentinel, tulis akun Twitter Ferdinand Hutahaean @LawanPolitikJW"
11-Mar-18,Ini Penjelasan Mentan Soal Larangan Rockmelon Australia Ke Indonesia,"Secara terpisah, Kepala Badan Karantina Pertanian Banun Harpini melalui keterangan tertulisnya menyatakan, rockmelon Australia belum pernah ada yang masuk ke Indonesia. Dengan begitu, larangan ini diadakan sebatas informasi dan masyarakat diminta tidak perlu resah karena melon di dalam negeri masih aman dikonsumsi. Buah melon yang beredar di pasaran saat ini murni buah lokal dari petani Indonesia dan kami menjamin buah tersebut sehat dan aman untuk dikonsumsi, tutur Banun"
19-Dec-17,Billboard Bertuliskan Pdip Tidak Butuh Suara Umat Islam,"PDI-P TIDAK BUTUH SUARA UMAT ISLAM
KETUM pdi-p megawati soekarno putri"
19-Apr-17,Jokowi Bersama Ahok Bagikan Amplop Berisi Uang Dan Beras Untuk Warga Cilincing,Jokowi ikutan bagi-bagi sembako & amplop bersama ahok di Cilincing
27-Nov-16,Nama Jalan Di Pulau Reklamasi,"Nama jalan di Pulau Reklamasi, seriuuuuus ya mau dijadikan bagian dari RRC nih negeri!
 
 Wahai anak bangsa Indonesia masih diam dan membiarkan jugakah?
 
 #SaveNkri"
20-Jun-16,: Nenek Sepuh Yang Butuh Donasi,"Beredar foto di medsos berikut, foto seorang ibu yang bersandar di dinding sebuah pasar, dengan prolog seolah-olah beliau butuh dibantu"
21-Agu-18,"Makanan Jamaah Haji Yang Tarwiyah Di Mina, Bukan Dari Ppih","PPIH pada tanggal 8 Dzulhijjah (19 Agustus) belum menyediakan layanan katering, karena seluruh jamaah haji Indonesia baru bergerak dari Makkah ke Arafah, bukan ke Mina, secara bertahap mulai hari ini,"
25-Jun-18,Tidak Ada Pengrusakkan Panggung Istighosah Oleh Persaudaraan Setia Hati Terate,Kapolres Nganjuk AKBP Dewa Nyoman Nanta membantah kabar
12-Mar-18,"Viral Video Nusa Penida Dipenuhi Sampah Plastik, Peneliti Bidang Oseanografi Beri Klarifikasi","Peneliti Madya Bidang Oseanografi, Dr Widodo Pranowo : Kondisi permukaan laut adalah sangat dinamis. Arus senantiasa bergerak dalam hitungan detik. Faktor posisi geografis, kelerengan pantai, kondisi angin yang berhembus dan karakteristik pasang surut, sangatlah menentukan karakteristik arus di suatu perairan,"
15-Nov-17,"Tahun Lalu, Media Sosial Digunakan Untuk Mempengaruhi Pemilu Di Sedikitnya 18 Negara","Tahun Lalu, Media Sosial Digunakan untuk Mempengaruhi Pemilu di Sedikitnya 18 Negara

"
10-Oct-17,Brosur Anjuran Membayar Pajak Oleh Ditjen Pajak Menggunakan Kutipan Ayat-Ayat Injil Dan Kartun Yesus,"PANIK karena gak punya duit ?
 Apakah sudah sebegitu bernafsunya
 pemerintah ingin menarik uang segar dari rakyat guna membiayai mereka kerja dan kampanye (?).
 Tidak cukup dengan menggunakan Tax Amnesty, memaksa menggunakan e-Money dan e-Toll, lalu sekarang . Ditjen Pajak menerbitkan brosur/leaflet yang berisi anjuran untuk meningkatkan kesadaran membayar pajak dengan menggunakan kutipan ayat-ayat Injil dan gambar kartun Tuhan Jesus.
 Apa iya, harus bawa-bawa agama dalam urusan perpajakan. Ntar dibilang nyari duit koq bawa-bawa SARA, . marah lageeee ?
 O ya, .
 menerbitkan leaflet dipajekin juga ya."
3-Oct-17,: Cocoklogi Pki 1965 Dengan Pki 2017,Cocoklogi PKI 1965 dengan PKI 2017
17-Jul-16,Tiang Pancang Proyek Infrastruktur Berisikan Narkoba,Di dalam besi-besi tiang pancang untuk pembangunan infrastruktur yg diimpor dari Cina diketahui dijadikan sarana untuk memasukkan narkotika dan obat-obat terlarang jenis sabu seberat 5 kilogram per tiangnya besinya. Tinggal dikalikan saja berapa tiang besi yg diimpor dari Cina itu (beserta pekerja-pekerjanya) yg dijadikan alat kirim narkoba tersebut.
24-Agu-18,Klarifikasi Bmkg Terkait Foto Indonesia Very High Seismic Risk,"Bencana biasa saja bukan Nasional tapi minta bantu APBD seluruh Daerah Nasional, Ayo para Turis yang mau nonton wisata Gempa bisa datang ke NTB ( Kalau hutang sudah terlalu besar ketakutan rugi semakin besar )"
8-Jun-18,Rektor Ipb Bantah Sebut Ada Aliran Sesat Di Kampusnya Pada Tahun 2000-An,"Dalam berita tersebut, saya ditulis menyatakan bahwa ada aliran sesat pada tahun 2000-an. Padahal saya tidak pernah menyatakan ada aliran sesat,"
15-Apr-18,"Ditarget Rampung 2019, Jalan Trans Papua Dibangun Sejak Era Habibie","Siapa Pencipta Jalan Trans Papua? Ini Jawabannya
 
 Bersama: Eny Wijayanti
 
 *Maaf mungkin Banyak sekali Rakyat Indonesia yg belum Faham Cerita ini, # Maklum karena sangat Kuatnya pencitraan terhadap penguasa selama 4 Tahun terakhir ini.
 Baiklah Kita URAI saja Ceritanya Biar Rakyat tidak dapat Info Hoax yang berkelanjutan. "
13-Jul-17,Proyek Tol Semarang-Batang Robohkan 164 Masjid,Proyek Tol Semarang-Batang Robohkan 164 Masjid
15-Dec-16,Foto Presiden Dan Wakil Presiden Berlatar Bendera Merah,"Warna Bendera RI cuma MERAH ?
 Tolong bantu dicek lagi teman !
 Bila ditempat kerja, atau di ruang kelas anda masih terpasang foto presiden dan wapres yang latar belakangnya cuma berwarna merah. Supaya DICOPOT dan diganti dengan foto yang benar. Yaitu foto presiden dan wapres dengan latar belskang bendera MERAH PUTIH.
 Ingat, negara kita masih INDONESIA"
23-Jan-16,Lawan Pelaku Teror Thamrin Akbp Untung Gunakan Pistol Buatan Tahun 1911,Lawan Pelaku Teror Thamrin AKBP Untung Gunakan Pistol Buatan Tahun 1911
02-Okt-18,Pihak Kepolisian Bantah Infromasi Modus Hipnotis Dua Orang Pria Berbaju Pancasila Untuk Bencana Gempa Palu,"Diberitahukan kalau ada yg kerumah. pakai baju lambang pancasila laki-laki 2 orang dengan mengatas namakan bantuan /peduli palu atau yg lainnya jangan bukain pintu. di bungur Rantau ada yg dihipnotis. lgi keliling sekarang. ( Info dari group kelurahan, mohon bisa di teruskan ke warganya agar bisa diantisipasi bersama2 ). #bantu share"
27-Sep-18,Klarifikasi Terkait Unggahan Akun Facebook Bernama Monik Tentang Diskriminasi Siswa Kristen Di Smpn 13 Pontianak,"*TOLONG VIRAL KAN*
 *Kepala sekolah SMPN 13 Pontianak*
 apa pantas seorang Kepala sekolah berbicara/mengeluarkan kata seperti itu kepada murid nya?"
30-Agu-18,Pollycarpus Bantah Jadi Kader Partai Berkarya,"Setelah lama dikabarkan telah menjadi kader Partai Berkarya, Pollycarpus Budihari Prijanto, mantan terpidana kasus pembunuhan aktivis Hak Asasi Manusia (HAM) Munir Said Thalib, membantahnya."
26-Apr-18,Wika Kirim 1.500 Pekerja Ri Garap Proyek Di Aljazair,"https://finance.detik.com/infrastruktur/d-3989388/wika-kirim-1500-pekerja-ri-garap-proyek-di-aljazair
 Kl gitu Indonesia menjajah aljazair"
23-Feb-18,Pak Djarot Kebaktian Di Gereja,Manusia yg TDK jelas Agamanya . lihat photo Sumi/istri sedang pegang & persilahkan santapan kepala babi di atas meja makan dan mengikuti peribadatan digereja . manusia gini mau diangkat jadi gubernur Sumut ?
27-Jan-18,Duterte Ancam Tembak Pengusaha Cina Yang Nekad Bikin Proyek Reklamasi,"DUTERTE ANCAM TEMBAK PENGUSAHA CINA YANG NEKAD BIKIN PROYEK REKLAMASI
 Mereka tidak bisa seenaknya berbuat di sini (Filipina). Meskipun mereka punya uang yang banyak. Lebih baik bagi saya menembak kepala pengusaha itu, dari pada harus mengkhianati kepercayaan rakyat, ujar Duterte dilansir media setempat! > Ini di Philipina
 PROTES REKLAMASI ! KALIAN YANG DI TEMBAK > KALAU INI DI INDONESIA !"
5-Oct-17,Malih Tong-Tong Meninggal Dunia,"Innaalillaahi wainnaa ilaihi roojiun
 
 Telah meninggal dunia sosok Figur Lenong Betawi yg km kita kenal Pak Haji Malih. (Malih Tong Tong). Mohon doanya semoga di terima amal ibadahnya. dan di berikan tempat yg terbaik di sisi Allah SWT.
 
 Alamat duka: Masjid alhuda jl.masjid al ishlah Rt 09 Rw 07
 ciracas jaktim."
19-Jul-17,Rangkuman 40 Berita Hoax Kesehatan Terbanyak,Rangkuman 40 Berita Hoax Kesehatan Terbanyak
24-Nov-16,"Pertemuan Netizen Dengan Kapolri, Jendral Tito Karnavian Untuk Anti Hoax","Pertemuan Netizen dengan Kapolri, Jenderal Tito Karnavian pagi tadi memberikan pesan-pesan seperti ini:
 1. Waspadai bahaya pembentukan opini yang berusaha memecah belah bangsa lewat media sosial
 2. #YukCerdas untuk memilah disinformasi dalam bentuk berita bully, bohong atau hoax
 3. Waspadai pihak2 yang memanfaatkan kasus Ahok untuk mendestabilisasi pemerintahan yang sah, secara ekonomi, kekacauan atau teror
 4. #YukBantu Polri dan jajarannya untuk dapat menjaga keseimbangan hak semua pihak tanpa merugikan pihak lain
 5. #SalingBantu dan #SalingJaga dalam memberi informasi dan laporan ketika ada indikasi hasutan, ajakan"
19-Jun-20,East-West Center: Fighting Disinformation On The Frontlines Webinar,"It is imperative that societies have access to accurate information in critical moments such as the COVID-19 pandemic. Disinformation can have life and death consequences. At the same time, there is growing distrust in health experts and scientific data. Hear from diverse experts in the U.S. and Asia Pacific engaged in combating disinformation on the front lines through international and community fact-checking networks, social media platforms, and news literacy education"
4-May-19,"Klarifikasi Putra Aji Adhari, Anak Kelas Ll Mts Yang Bobol Situs Kpu Pemilu 2019","Anak Kelas ll MTS Bobol Situs KPU Pemilu 2019, HOAX! Hati-hati #HoaxPemilu karena #FaktaPemilu kejadian tersebut tahun 2017, web yang dimasukinya adalah ppid.kpu.go.id, bukan web Pemilu 2019. #KPUMelayani"
16-Apr-18,Google Latih Jurnalis Kalbar Tangkal Hoaks,"AJI Pontianak bersama bersama Google News Initiative dan Internews 
menggelar pelatihan bertema: Google News Initiative Training Network, 
kepada 26 jurnalis pelbagai media Kalimantan Barat di Aula Kantor Radio 
Republik Indonesia (RRI) Pontianak, Sabtu (14/4)."
