judul,narasi,label
Jangan Bangga Telah Membangun Infrastruktur,"Jangan bangga telah membangun infrastruktur
 Hanya dalam hitungan detik Allah bisa hancurkan
 Bangun dan ajaklah rakyatmu taat kepada Allah
 Maka Allah akan turunkan keberkahan dari langit dan bumi
 
 Gamal Albinsaid.",1
Anak Cina Di Uang Pecahan Rp75.000 Niat Cinanisasi Nkri,"Naaahudah Ketemu juga tuh Anak Udah ya. jangan lagi sentiment SARA BHINEKA TUNGGAL IKA, PENTING, sesama Rakyat wajib tetap BERSATU Kita tetap kudu kritis dan waspada Merdeka",1
"Kecewa Kader Nu Tak Di Jadikan Menteri Agama, Pbnu Doakan Jokowi Kualat","Di NU sangat banyak pengurus dan tokoh yang berkualitas untuk mengisi pos menteri agama. Pak Jokowi bebas memilih, asal kader NU dan dekat dengan ulama, jika tidak diberikan ke NU saya yakin Presiden Jokowi bisa kualat,",1
Alfamart Dan Indomaret Di Beberapa Tempat Disinyalir Berganti Nama,Alfamart dan Indomaret di beberapa tempat disinyalir berganti nama,1
Markas Indonesia Mengajar Dijadikan Basecamp Oleh Anies Di Pilkada Dki,Markas Indonesia Mengajar yg seharusnya bebas dari kepentingan politik dijadikan basecamp oleh anies di pilkada DKI,1
Bansos Psbb Covid-19 Dari Pemda Dki Jakarta Paket Sembako Senilai 350Rb + Uang Tunai 150Rb = 500Rb Rupiah,Penampakan bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiahdan sepucuk surat dari Anies Baswedan untuk warga yg dicintainya.ingat ya ini bantuan dari pemda DKI bukan dari yg lain. Barakallah Goodbener Noted : Bantuan dibagikan setiap Minggu https://m.detik.com/news/berita/d-4971973/anies-jamin-125-juta-keluarga-di-dki-terima-bantuan-tiap-minggu-selama-psbb,1
Foto Pengungsi Suriah,"Ini bukan adegan dlm film, tapi inilah yg berlaku di Syuriah.",1
Pembakar Bendera Pdi-P Ternyata Adalah Anggota Simpatisan Pdi-P Sendiri,"Bawa sendiri, Bakar sendiri, Lapor sendiri. Memang Pki tukang Nyusup Licik. Pengalihan tolak RUU HIP-Pki. Kpd Umat Kristiani jgn terhasut Pki yg suka Fitnah & adu domba. Apalagi mendukung & membela Pki. Itu dosa besar, karena Pki tdk percaya Yesus Kristus & agama.Pki & antek2-nya serta pendukung tempatnya adalah Kerak Neraka.",1
Megawati Minta Jokowi Segera Cari Pengganti Kh Maruf Amin,"Mantap.
 Ganti trussss",1
Hujan Es Di Tol Cipularang,Hujan es di tol cipularang,1
Ellen Degeneres Distributes Help For Corona Virus On Facebook,Ellen DeGeneres Distributes Help for Corona Virus on Facebook,1
Tidak Bisa Ketemu Trump Akhirnya Tv Mereka Yang Hancur,"Ini lah reaksi orangyg tidak bisa ketemu trump akhirnya TV mreka yg hancur, mrka sama dgn kita smmarah kesal tp kita bisa apa, hanya mmpu berdoa, doakan semoga trump di lengserkan dan di beri azab",1
Malas Kencing Malam Bisa Sebabkan Sakit Jantung,"JANGAN MALAS UNTUK KENCING MALAM AGAR TIDAK MATI DISERANG JANTUNG BAGI USIA YANG SUDAH MENUA
 Satu info kesehatan penting bagi orang awam tentang masalah kencing malam, jantung & penyumbatan pembuluh darah
 Masalah kencing malam, jantung & penyumbatan pembuluh darah otak*
 Ini adalah pengetahuan penting tentang pencegahan STROKE !
 Gejala paling umum pada orang tua adalah masalah KENCING MALAM [.]
 Sebetulnya, kencing malam bukan masalah kantong kemih, penyebabnya adalah PENUAAN fungsi jantung. Daya hisap darah atrium kanan dari bawah tubuh sudah berkurang.",1
Jokowi Mau Temui Rizieq Di Mekkah,"Info dari sumber Mekkah;
menurut info dari sumber Mekkah timses paslon 01 Jokowi  Maruf telah menghubungi tim Imam Besar FPI Habib Rizieq Shihab yang berada di Kota Suci Makkah Almukarromah, Saudi Arabia.",1
Kalau Kita Beli Aqua Berarti Kita Menyumbang Misionaris Kristen,Kalau kita beli aqua berarti kita menyumbang misionaris Kristen,1
Narkoba Dikirim Dari China Melalui Tiang Pancang Proyek Infrastruktur,"Disinformasi lama yang diedarkan kembali, sabu kristal yang ada di dalam pipa-pipa baja tersebut diselundupkan oleh jaringan Freddy Budiman.",1
Pesan Whatsapp Mencari Pinjaman Dana Oleh Wabup Kulonprogo,Pesan Whatsapp Mencari Pinjaman Dana oleh Wabup Kulonprogo,1
Tahapan Pelaksanaan Skb Cpns Oleh Bkn,"Tahapan Pelaksanaan SKB CPNS 2019 1. Penentuan jumlah peserta SKB/verifikasi peserta SKB CPNS 2019: 15-20 Juni 2020 2. Pengumuman dan penentuan jenis soal/type soal SKB CPNS 2019 sesuai jumlah peserta, formasi jabatan, dan pendidikan peserta: 22-30 Juni 2020 3. Entry data peserta SKB CPNS 2019 ke dalam database/server sscasn.bkn.go.id: 1-10 Juli 2020",1
Foto A Letter From Golkar Island !,A letter From Golkar Island !,1
"Ngeri, Jembatan Suramadu Saat Diterjang Ombak Besar","Ngeri, Jembatan Suramadu Saat Diterjang Ombak Besar",1
Tangkapan Layar Ponsel Ahok Yang Diretas,"Cuitan akun Twitter @SiBonekaKayu mengklaim berhasil melakukan peretasan pada ponsel Basuki Tjahaja Purnama. Ia melampirkan semacam tangkapan layar percakapan Ahok, sapaan karib Basuki, dengan seseorang. Narasi cuitannya sebagai berikut:
 Anonymous berhasil nge-hack HP Ahok. Karangan bunga belasungkawa ternyata rekayasa?",1
Psbb Malang Raya Mulai Tanggal 8 Mei 2020,"Malang raya PSBB dimulai jumat tgl 8 Mei. Salah satu aturan naik mobil, tidak boleh duduk bersebelahan, Kalo dengan istri bagaimana?",1
Bos Mayapada Jadi Pembina Brimob Dan Tni,"Perencanaannya: menggerogoti pelan tapi pasti, laksana penyakit kanker.",1
Polisi Bantah Viralnya Penampakan Pocong Di Sejumlah Wilayah Di Tangerang,"Menanggapi hal tersebut, Kapolsek Sepatan, AKP I Gusti Sugiarto mengatakan kalau penampakan pocong yang viral di kawasan Sepatan, Teluknaga, dan Pakuhaji adalah hoax.",1
Capture Berita Berjudul Ucapan Yenny Wahid Di Anggap Angin Lalu Oleh Warga Nu Kaum Nahdliyin Tetap Dukung Prabowo - Sandi,"Ucapan Yenny Wahid Di Anggap Angin Lalu Oleh Warga NU Kaum Nahdliyin Tetap Dukung Prabowo  Sandi tulis akun Facebook Ali Asgar, Jumat (28/9).",1
Video Anak Kucing Di Injak Kajadian Di Slangor Malaysia,Sungguh biadab apa yang kamu lakukan. Kajadian di Slangor Malaysia,1
Dki Jakarta Berhasil Swasembada Eceng Gondok,"Ditangan dingin pak @aniesbaswedan dalam waktu kurang dari 1 tahun, DKI Jakarta berhasil swasembada Eceng Gondok Kualitas Super.
 
 Inilah bukti kehebatan pak Anies. Nikmat apa lagi yg engkau dustakan wahai warga Jakarta?",1
Pesan Berantai Imbauan Kepolisian Tentang Hacker Penyebar Video Pornografi,"Kami dari kepolisian negara republik indonesia menghibau kepada seluruh masyarakat indonesia tetap waspada dan berhati hati: Perhatian bagi pengguna FACEBOOK dan WA! TV ONE baru saja mengeluarkan berita bahwa hacker sudah mulai masuk facebook dan Wa. Dan mereka menempatkan video seks memakai nama anda pada teman teman anda, tanpa anda mengetahuinya. Anda tidak dapat melihatnya, namun orang lain bisa melihatnya seolah olah anda yg mempublikasikannya. Jadi, jika anda menerima suatu video (barangkali atas nama saya), maka itu bukan saya!",1
Profesor Gabe Bin Abdulah Yang Berasal Dari Amerika Latin Ini Kagum Kepada Pendukung Prabowo,"Profesor Gabe Bin Abdulah yang berasal dari Amerika latin ini kagum kepada pendukung Prabowo di karnakan Mereka tidak pernah menyerah dalam melawan kecurangan ini,beliau juga berkata bahwa beliau siap membantuk paslon 02 dengan memberikan dana sebesar 2Juta US dollar untung kepentingan Paslon 02 dalam sidang MK tentang kecurangan paslon 01,Mari semua kita sebarkan tagar:#GabeBinAbdulah02 dan sebarkan post ini biar paslon 01 tau bahwa orang luar saja tahu bahwa paslon 02 adalah orang yg jujur dan di hormati bahkan oleh orang luar",1
Boneka Asli Annabelle Melarikan Diri Museum Warren,"the real annabelle doll just escaped from the warrens museum. thats it, 2020 is over.",1
Munir Dibunuh Setelah Menyatakan Prabowo Tidak Bersalah,Munir tewas terbunuh satu bulan setelah wawancara di stasiun televisi swasta itu terjadi;,1
Ustaz Arifin Ilham Meninggal Dunia,"Innalillahi wa innailaihi rojiun, telah wafat ustad Arifin Ilham baru saja. kabar dari sadara sepupunya KH. Komarudin",1
Bahaya Semut/Kutu Jepang Utk Diabetes.,"INFO : Bahaya Semut/Kutu Jepang utk DIABETES.
Ada sahabat sy (ibu2) di Magelang pengidap Diabetes, kmd dia konsumsi Semut/Kutu Jepang yg katanya bisa mengobati Diabetes, mungkin benar karena Semut itu mengeluarkan insulin.
Tapi hanya dalam waktu SATU TAHUN mengkonsumsi Semut/Kutu Jepang itu, ternyata ususnya terkena bakteri dan rusak, sehingga harus dipotong ususnya.",1
Lowongan Kerja Pt. Badak Lng,Lowongan Kerja PT. Badak LNG,1
Bayi Ajaib Non-Muslim Afrika Yang Mengislamkan Ribuan Orang,"SYARIFUDDIN KHALIFAH KINI TELAH DEWASA, BAYI AJAIB NON-MUSLIM AFRIKA
 
 Kembali mengingat peristiwa tahun 90-an, dunia saat itu gempar dengan berita besar seorang bayi berumur 2 bulan dari keluarga Katholik di Afrika yang menolak dibaptis. Mama, unisibi baptize naamini kwa Allah, na jumbe wake Muhammad (Ibu, tolong jangan baptis saya. Saya adalah orang yang beriman kepada Allah dan RasulNya, Muhammad)",1
Lingkaran Merah Di Tabung Gas Elpiji 3Kg Adalah Penanda Kebocoran,"Fungsi Lingkaran Merah Pada Tabung Gas.Mungkin Anda mengira lingkaran merah yang terdapat di tengah tabung LPG itu hanya variasi warna saja atau desain warna tabung saja. Jika dugaan kamu seperti itu jawaban kamu salah besar ! lingkaran merah itu memiliki fungsi yang penting bagi pengguna LPG , lingkaran merah itu berfungsi untuk rambu rambu menandakan ledakan. Bagai mana cara kerjanya ? simak penjelasan berikut",1
"Kisah Nyata Arif, Anak Berusia 8 Tahun, Narapidana Cerdas Yang Membunuh Preman Dan Kabur Dari Lapas Sebanyak Tiga Kali","[MENGHARUKAN]
NAMANYA ARIF, STATUS NARAPIDANA CILIK
Terus terang, meski sudah beberapa kali mengadakan penelitian Kriminal di LP, pengalaman kali ini adalah pengalaman pertama saya ngobrol langsung dengan seseorang yang didakwa kasus pembunuhan berencana.",1
Akun Instagram Akulaku Bernama Akulaku.Costumer.1X24Jam,KREDIT ONLINE#akubisa.dgn.akulaku jika ada masalah dengan pesanan tinggal komplin DM sekarang! NO:[disensor] cal.pusat:1500920,1
Belum Waktunya Surat Suara Pencoblosan Sudah Bertebaran,HEBAT KECURANGAN KPU DAN REZIM PKI JOKOWI INI,1
"Percakapan Yunarto Wijaya, Amankan Suara Pilpres",Percakapan Yunarto Wijaya dengan seseorang yang ia panggil Jendral :,1
Lowongan Kerja Pt Pupuk Sriwidjaja,"Beredar sebuah Info mengenai lowongan kerja PT Pupuk Sriwidjaja berikut isi info lowongan kerja berikut
 
 PT PUPUK SRIWIDJAJA PALEMBANG
 
 MEMBUKA KESEMPATAN KERJA
 
 KEPADA PUTRA-PUTRI INDONESIA
 
 .",1
Najwa Shihab: Klarifikasi Atas Disinformasi Foto Pertemuan Najwa Dan Tommy Soeharto,"Foto lama saya dengan Tommy Soeharto, Lieus Sungkharisma dan Ichsanuddin Noorsy diedarkan kembali bersama capture-an sebuah berita berjudul Kabar Mengagetkan, Najwa Shihab, Tommy Soeharto, Noorsy Dan Lieus Akhirnya Bersepakat Untuk.",1
Wuhan China Orang2 Berteriak Gak Karuan,Keadaan di kota Wuhan China saat ini semakin mencekam. Orang berteriak gak karuan,1
Video Hujan Es.Cianjur Katany,Hujan es.cianjur katany,1
Mulan Jameela Undur Diri Dari Dpr Ri,Nah Mundur lebih terhormat daripada di pecat ! Hayo yang lain Monggo mengundurkan diri saja kalau merasa tidak sanggup dan tidak becus kerjanya !,1
Jembatan Suramadu Bebas Dari Aktivitas Orang Dan Kendaraan,"Bebas dari Segala Bentuk Aktivitas Orang dan Kendaraan Dalam Rangka Memutus Rantai Penyebaran VIRUS COVID-19 di Kota Surabaya JEMBATAN SURAMADU JUMAT, 27 MARET 2020, PUKUL: 19.00-23.00 WIB SABTU, 28 MARET 2020, PUKUL: 10.00-14.00 WIB 19.00-23.00 WIB MINGGU, 29 MARET 2020, PUKUL: 10.00-14.00 WIB",1
Peta Jalur Lalu Lintas Psbb Kota Tasikmalaya,Peta Jalur Lalu Lintas PSBB Kota Tasikmalaya,1
Penonton Liga Jerman Membuat Konfigurasi Menghormati Rasulullah,"Masya Allah . Ratusan ribu penonton sepak bola Liga Jerman, membuat konfigurasi utk menghormati Rasulullah SAW. Jerman adlh salah satu negara Eropa yg terpesat perkembangan Islamnya krn dimotori oleh ustaz Pierre Vogel yg seorang muallaf setempat",1
Pembunuhan Muadzin Oleh Pki Di Majalengka Jawa Barat,"Kami tegaskan informasi yang beredar di medsos (mengenai penganiayaan dan pembunuhan dilakukan orang gila terhadap H Bahro) itu tidak benar, kata Kapolres Majalengka, AKBP Noviana Tursanurohmad, di Majalengka, Sabtu (17/2).",1
Menginformasikan Di Jict Bahwa Capt Kapal Cma Cgm Virgina Terkena Corona,Menginformasikan di JICT bahwa Capt Kapal CMA CGM Virgina terkena Corona sehingga Capt kapal tsb lsg dibawa Mobil Ambulance menuju ke RS Suroso sunter. All Team agar tetap berhati Thanks,1
: Kemoterapi Pada Penderita Kangker Memperpendek Umur 4 Kali Lipat,Kemoterapi Pada Penderita Kangker Memperpendek Umur 4 Kali Lipat,1
Telah Allah Cabut Rasa Sakit Pada Pemuda Palestina Ini Ketika Tembakan Kafir Zionis Tepat Mengenai Dada Kirinya,"Terlihat di wajah,telah Allah cabut rasa sakit pada pemuda Palestina ini ketika tembakan Kafir Zionis tepat mengenai dada kirinya ? Syurga menunggumu wahai mujahid  Sewaktu ketika orang Palestina di tanya , kenapa kalian tidak pindah saja,kalian cari negara-negara yg lebih nyaman ada Indonesia, Brunei, Malaysia, dll, kenapa kalian masih menghadapi Zionis Israel yang sangat arogan, yg dzolim yg sombong dan yg gak punya perasaan. Masya Allah, jawaban mereka sangat menyentuh hati luar biasa.",1
Video Azan Pertama Di Spanyol Setelah 500 Tahun Dilarang,"Setelah 500 tahun yang lalu Azan dilarang di Spanyol (andalusia), baru kemarin (28 Maret 2020) Azan di daerah ini untuk pertama kali di kumandangkan, dan ini terjadi saat krisis Corona berlangsung secara Global. Apapun yg terjadi haruslh berbaik sangka Kpd Allah, MasyaAllah Semogah wabah corona 19 ini cpt berlalu
 Allahuakbar Allahuakbar Allahuakbar",1
"Ada Spanduk Ini Di Pakanbaru, Riau","Ada spanduk ini di Pakanbaru, Riau",1
"#Baloot Arena Perjudian Di Arab Saudi, Pertama Kali Dibuka Dan Diresmikan","BALOOT arena Perjudian di Arab Saudi
 Pertama kali dibuka dan diresmikan",1
Jalur Puncak Macet Parah Akibat Bencana,"info
Puncak Bogor berduka telah terjadi longsor di beberapa titik dan banjir. Desa Megamendung longsor sampay KFC sama tugu Citamiang banjir bandang di jalur puncak ada yang lonsor cuma blm dapat titik nya di Cipayung muara jembatan putus semoga tidak ada korban jiwa. Puncak macet parah,",1
Jeli Memperhatikan Jari Tangan Palsu,"Waspadalah

Bagi Ketua/Anggota TPS Hati2 dan Jeli Memperhatikan Jari Tangan Palsu",1
Freeport Tidak Membuang Limbah Beracun,Freeport Tidak Membuang Limbah Beracun,1
Y2K38 Komputer Tidak Akan Bisa Membedakan Antara Waktu Nyata Dengan Data Yang Tercatat,"Kini, para ilmuwan menemukan permasalahan yang nyaris sama dengan Y2K. Kiamat komputer diprediksi akan terjadi pada 19 Januari 2038 pada 03:14:-7 UTC. Karena ini merupakan angka maksimum yang bisa dicatat oleh sistem yang masih menggunakan 32 bit.",1
Pesan Berantai Teresia Fidalgo,"Kepada kalian, kalian harus membaca sekarang dan jangan berhenti membaca. Hi namaku Teresa fidalgo aku meninggal saat 27 thn. Jika kalian tidak share kirimna ini kepada 20 org maka aku akian tidur disebelahmu selamanya jika kamu tidak percaya carilah diinternet tentang aku Teresa fidalgo jadi kalian harus share kiriman ini kepada 20 orang",1
Peresmian Monumen Po An Tui Di Tmii,"Rudy Razy, Jonru, Posmetro mengklaim bahwa Mendagri membuat prasasti/monumen Po An Tui (laskar China yang antek Belanda) di TMII.",1
Pdip Kampanyekan Makan Babi Mau Dibawa Kemana Nkri?,PDIP KAMPANYEKAN MAKAN BABI,1
[Salah Velodrome Awas Diklaim Prestasi Ahok-Jarot,Anies-Sandi bangun velodrome terbaik seasia di Rawamangun.,1
Antasari Azhar Tidak Memiliki Akun Twitter,"Beredar kabar mengenai akun Twitter atas nama Antasari Azhar, mantan Ketua KPK, mengomentari kasus Basuki Tjahaja Purnama (Ahok)",1
Klarifikasi Sekjen Pbnu Soal Penolakan Ustadz Abdul Somad,Penolakan Ustadz Abdul Somad di Hongkong merupakan pesanan LBP,1
Post Oleh Akun Palsu Krishna Murti,"Saya mau kasih tau semua warga masyarakat:
 
 Wanita menutup aurat dg jilbab ataupun bercadar itu adalah pilihan berdasarkan keyakian masing2. Jadi jangan kalian cap mereka dg label tidak baik. Menutup aurat adalah kewajiban yang diajarkan nabi.",1
Produk Makanan Apollo Mengandung Babi,"MOHON SEBARKAN! 1 KALI ANDA MEMBAGIKAN KIRIMAN INI MAKA AKAN MENOLONG JUTAAN MANUSIA!
 
 STOP! Jajanan Apollo Ini Terbukti Mengandung Babi, Untuk Ummat Muslim Jangan Konsumsi Lagi! Tolong Bantu Sebarkan .",1
Foto Megawati Potong Tumpeng Di Atas Meja Berlogo Pki,#2020 JANGAN PILIH KADER PDIP TERBUKTI SARANG PKI DAN KORUPTOR.INGAT SUARA ANDA MENENTUKAN NASIB BANGSA INI.JIKA INGIN REZIM INI TUMBANG JANGAN PILIH KADER DARI PARTAI PDIP,1
Pakar It No.1 Dubai Mengatakan Chat Habieb Rizieq Shihab-Firza 100% Palsu,"Pakar IT No.1 Dubai Mengatakan Chat HRS-FIRZA 100% Palsu (Fake), Begini Penjelasannya.",1
Fb Lite Lagi Di Hack,"INFO.
FB LITE LAGI DI HACK,
JIKA FB LITE ANDA SAAT BUKA PROFIL ORANG LAIN DAN MUNCUL FOTO PROFIL ANDA SENDIRI, BERARTI FB ANDA TERKENA VIRUS, CARA MENGHILANGKANNYA IKUTI LANGKAH BERIKUT",1
Artikel Tentang Perlawanan Untuk Gulingkan Jokowi Yang Ditulis Tb Hasanuddin,"Menanggapi hal tersebut, TB Hasanuddin pun memberikan klarifikasi lewat akun instagramnya.
 Beredar artikel yang seolah ditulis oleh TB. HASANUDDIN yang bertajuk MENEGASKAN KEMBALI PERLAWANAN UNTUK GULINGKAN JOKOWI. Opini dimaksud adalah HOAX ! Sesuatu yang pasti tidak akan saya lakukan. Nama saya di artikel tersebut pun keliru ejaannya Tulisnya.",1
: Gunung Ili Lewotolok Di Lembata Nusa Tenggara Timur Meletus,Gunung Ili Lewotolok di Lembata Nusa Tenggara Timur Meletus,1
Imbauan Polri Terkait Razia Cipta Kondisi Besar-Besaran Pada 11 September - 11 Oktober 2018,"Di beberapa lini masa media sosial beredar himbauan yang mengatasnamakan Mabes Polri yang ditujukan kepada seluruh masyarakat Indonesia mengenai Operasi Cipta Kondisi Razia pengecekan kendaraan, premanisme, dan narkotika, yang digelar secara besar-besaran.",1
Habib Rizieq Hilang Di Arab,"Diarab ada pengumuman org hilang, apakah ada yg mengenalnya?",1
Uym Sindir Uas: Menceraikan Istri Sama Halnya Kedzaliman,"Ustadz Yusuf Mansur angkat bicara, beliau mengatakan secara umum, perceraian, tidak diinginkan dalam islam.",1
Maruf Amin Sebut Memilih Jokowi Dengan Dirinya Sama Saja Sudah Mengantongi Tiket Surga,"Jarang OL gue jd ketinggalan info.
 Baru tau gue bahwa kunci syurga sekarang udah berpindah tangan dulu sama farhat sekarang ada di tangan mbah yai dan kang jae.
 #Pengen ketawa atut kualat.:blush::blush:
 #UninstallJokowi
 #AprilPrabowoPresiden, posting akun Facebook Ranya Alfarizi",1
"Puji Pidato Prabowo, Erdogan : Soekarno Baru Akan Muncul Di Indonesia","Dalam sesi wawancara tak resmi, Erdogan memuji Prabowo seperti Soekarno. Sepertinya Soekarno baru akan muncul di Indonesia, ujar Erdogan. Meski tidak menyebutkan nama sosok, diyakini pujian tersebut ditujukan buat Prabowo Subianto. Setelah pidatonya menjadi trending topic di medsos.",1
Sepi Dari Pemberitaan Media. Today Revolusi Di Mulai Untuk Berjuang Menumbangkan Rezim Jokowi,"Sepi Dari Pemberitaan Media. Today REVOLUSI Di Mulai,Semoga Alloh Swt Merestui Dan Melindungi Para Patriot Bangsa Yang Terpanggil Hati Nuraninya Untuk Berjuang Menumbangkan REZIM JOKOWI. Jangan Lupa Doanya Pemirsa, Semoga Alloh Swt Bersama orang Berakal Sehat,Dan Rezim ini secepatnya Wassallam/The End.",1
Teks Terjemahan Di Video Penyelundup Narkoba Menangis Histeris,Pake nangis dia,1
Bu Risma Minta Didoakan Agar Surabaya Tdk Hancur,"Ini dpt info dr group LPMK AAC :
 Bu Risma minta utk didoakan agar kota Surabaya tdk hancur krn adanya patahan lempeng yg melewati Sukolilo sampe Cerme Gresik Dan patahan yg garis kedua dari Waru ke Krian, Mojokerto, Jombang, Nganjuk sampe Cepu.
 Tim Ahli Gempa Dan juga dari ITS sdh melihat tanda2 pada jalan2 yg akan terjadi patahan dan terlihat semakin membesar.
 
 Maaf video kurang full.",1
Pesan Berantai Lazada Grand Prize Hadiah Ratusan Juta Rupiah,LAZADA GRANDPRIZE ! Selamat Anda t`pilih Pemenang Jutawan LAZADA Rp.175jt NO.ID (KBR99D7) Info Kunjungi di : www.infogebyarlazada.blogspot.com,1
Bayi Kembar Tiga Turis Jerman Hasil Hubungannya Dengan Anjing,"Oh, Tuhan, apa akhir dari dunia? Seorang Turis Jerman menempatkan kembar tiga di dunia, buah dari hubungannya dengan anjing.",1
"Kerusuhan Di Puncak, Bogor","Kerusuhan di Puncak, Bogor",1
Di Bandara Terminal 3 Sukarno Hata Sudah Terpasang Kilat Cina Air Line Selamat Datang Cina Di Indonesia,Di bandara terminal 3 sukarno hata sdh terpasang kilat Cina air line selamat datang Cina di Indonesia,1
Pesan Berantai Ulang Tahun Whatsapp Ke-11 Gratis Kuota 35 Gb,WhatsApp :birthday: 11 tahun sukses Dapatkan 35 GB Internet gratis untuk semua operator seluler: berlaku selama 6 bulan.,1
Badai Tropis Cempaka Mengarah Ke Yogyakarta,"Kepala Stasiun Klimatologi Mlati Yogyakarta, Agus Sudaryatno : Pada tanggal 25 April 2018 telah beredar info adanya Badai Tropis Cempaka yang akan bergerak ke barat/selatan dan berdampak hujan lebat, angin kencang dan gelombang tinggi bahkan berpotensi menimbulkan puting beliung di wilayah Yogyakarta dan Jawa Tengah dalam 3 hari ke depan. Info tersebut menyebar melalui media sosial whatsapp yang menyatakan dimuat di breaking news TV one dan direalese oleh BMKG DIY-Jateng.",1
Narasi Foto Islam Nusantara Sholat Berlatar Belakang Salib,Islam Nusantara itu nabinya siapa ya? Tuhannya Yesus juga ya? terus kitabnya mungkin kitab STENSIL?,1
: Bayi Nabila Meninggal Karena Kabut Asap Di Jambi,"Cukup anak hamba ya Allah yg jadi korban akibat asap yang tidak kunjung berhenti, jgan lagi ada korban lain, sesak nafas, batuk, pilek akibat kabut asap dari orang-orang yang tidak bertanggung jawab,",1
Katulampa Djebol Siap2 Ya Guys!,"Katulampa Djebol siap2 ya Guys!
So sorry for 42%
Congratulation to 58% Jakartans.",1
Membuang Tisu Bekas Di Wadah Makan Atau Minum Di Singapur Dikenakan Denda,"Mau kasih info aja, ada peraturan baru di Singapore, kalo habis makan jangan taruh bekas tissue di dalam piring atau mangkok krn dianggap menyebarkan virus sb tempat tersebut utk makan.
 Ada denda $ 200.
 Temen ku kasi info brsan yg tinggal dr Sgpore.",1
"Penganut Islam Kristen, Yahudi Dan Buddha Hadir Di Selandia Baru Mengalunkan Asmaul Husna Dan Kalimat Tauhid Untuk Menghadapi Wabah Corona",Pertama kali dalam Sejarah DuniaPara Pemuzik dan Penyanyi dari kalangan Penganut Agama Islam.KristianYahudi dan Budhahadhir bersama-sama di New Zealandmengalunkan ASMAUL HUSNA (99 Nama ALLAH) dan kalimat Tauhid: Laa ilaaha illalloh dalam Bahasa ArabKhusus dalam menghadapi Wabah CV 19 .Terlalu banyak hikmah berlakunya Wabah CV 19 sekarang iniSaksikan hingga selesai,1
: Bi Telah Edarkan Uang Pecahan Rp 200.000,BI Telah Edarkan Uang Pecahan Rp 200.000,1
: Rush Money Perbankan,Gerakan penarikan uang secara besar-besaran dan serentak di industri perbankan (rush money) tidak terbukti kebenarannya. Di dalam media sosial menyebar ajakan untuk melakukan rush moneypada Jumat (25/11/2016).,1
Presiden Jokowi Temui Perwakilan Partai Komunis China,Astaghfirullah Al Adzim,1
"Corona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan Dan Akan Di Ajukan Oleh Pihak Grab Untuk Memberi Insetif 200Rb Per Hari.","Corona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan Dan akan di ajukan oleh pihak Grab untuk memberi insetif 200rb per hari.",1
"Sehari Setelah Dilakukan Rapid Test Covid-19 Kepada Para Santri Di Kudus, 1.000 Santri Tak Sadarkan Diri","SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI",1
Fanpage Facebook Bantuan Samsung Pendidikan Adakan Program Bantuan Pendidikan,Kami sebagai Team Resmi Samsung Indonesia bertujuan untuk membantu siswa/siswi Indonesia yang membutuhkan ponsel untuk pembelajaran dirumah secara online karena pandemi Corona Virus / COVID-19.,1
Foto Ra Kartini Berjilbab Dan Berkaca Mata.,"Photo asli RA Kartini ketika menjadi santri Kyai Saleh Darat. Tidak memakai konde dan berkebaya. Foto RA Kartini yang berkonde dan berkebaya versi Belanda akan terus dikeluarkan oleh kaum sekuler agar RA Kartini tetap dikenang sebagai perempuan yang tak mau berjilbab,",1
Surat Pengumuman Lelang Jabatan Di Kementerian Agama,"PENGUMUMAN
 
 TENTANG
 
 SELEKSI TERBUKA
 
 CALON PEJABAT PIMPINAN TINGGI
 
 KEMENTERIAN AGAMA",1
J Kristiadi Buat Surat Terbuka Kepad Jusuf Kalla Terkait Pengusaha Keturunan Tionghoa,"Statistik yg Anda kemukakan itu saya sangat percaya kebenarannya. Mungkin Anda bingung Pak dgn statistik ini, biar saya coba bantu menjelaskan dari sudut pandang saya sebagai tionghoa Kristen, walau sebetulnya Anda juga pasti tahu kisah banyak konglomerat tionghoa Kristen atau tionghoa Kong hu cu Indonesia yang memulai usahanya dari nol dan berasal dari keluarga miskin!",1
Surat Panggilan Wawancara Kerja Pt Pertamina 14 Juli 2020,"Berdasarkan hasil evaluasi tim seleksi terhadap lamaran kerja Saudara yang kami terima,Dengan ini kami sampaikan bahwa berkas lamaran Saudara memenuhi persyaratan yang telah ditentukanPanitia seleksi Recruitment karyawan (i) PT PertaminaDiharapkan kehadiran Saudara untuk mengikuti Tes seleksi Wawancara",1
"Running Text Metro Tv, Istighosah Tanggal 5 Februari Dirumah Djan Faridz Dihadiri Oleh Kiai Said Aqil Siroj","Running text Metro TV, Istighosah Tanggal 5 Februari Dirumah Djan Faridz Dihadiri Oleh Kiai Said Aqil Siroj",1
