tanggal,judul,narasi,label
4-Sep-18,Universitas Muhammadiyah Kupang Bantah Akan Menginisasi Gerakan #Gantipresiden2019,"Terkait salah satu dosennya menjadi insiator Gerakan #GantiPresiden2019 di Kabupaten Manggarai Barat, Nusa Tenggara Timur (NTT), pihak Universitas Muhammadiyah Kupang (UMK) membantah bahwa kampusnya terlibat dalam gerakan tersebut.",0
11-May-20,Kabar Baru Warga Vietnam Us!R Keturunan C!Na,KABAR BARU ! WARGA VIETNAM US!R WARGA KETURUNAN C!NA DI NEGARANYA.,1
5-Jan-17,: Lafadz Allah Pada Pohon Natal Di Novita Hotel,Lafadz Allah Pada Pohon Natal di Novita Hotel,1
1-Jan-20,#Banjirjakarta4Niesdimana Bmw Hanyut Mengikuti Sunatullah,BanjirJakarta4niesDimana Mobil BMW hanyut mengikuti sunatullah. Seperti kata pak @aniesbaswedan,1
8-Jul-19,Pesan Dari Pangdam Ix Udayana Tentang Cek Gula Darah Dengan Jarum Bervirus Aids,Perhatian jgn cek2 darah yg di sebut gratis atau tempat abal2 hati2 modus ini terjadi Waspadai para guru /kep sek serta emak2 jangan tergiur degan gratisan cek gule darah,1
10-Mar-18,"Hoaks Pil Mandul, Biang Keladi Perang Antaragama Di Sri Lanka","Hoaks Pil Mandul, Biang Keladi Perang Antaragama di Sri Lanka",0
5-Dec-19,"Beredar Surat Rekrutmen Satpol Pp, Kepala Satpol Pp Dan Damkar Sintang Angkat Bicara","Kepala Satpol PP dan Damkar, Martin Nandung: Gak jelas sumber dan tidak ada penanggungjawab. Ndak ada cap dan tanda tangan,",1
26-Jul-18,The Guardian: Saya Merasa Jijik: Di Dalam Pabrik Akun Twitter Palsu Di Indonesia,"Keberanian harian asal Inggris The Guardian membongkar modus pabrik pembuat akun palsu pendukung Ahok telah menggegerkan publik Indonesia Senin, 23 Juli 2018",0
18-Oct-18,Pidato Anies Baswedan Dalam Pesta Rakyat Pelantikan Gubernur,"INILAH PIDATO ANIES BASWEDAN, GUBERNUR DKI JAKARTA 2017-2022, DALAM PESTA RAKYAT PELANTIKAN GUBERNUR, 16 OKTOBER 2017",0
31-Jan-17,: Waspadai Buah Naga Oplosan,"Mengkonsumsi Buah Naga perlu kejelian dalam memilih buah yang aman dikonsumsi, karena sudah banyak beredar buah naga yang diberi hormon oplosan dalam proses membesarkan buah",0
29-Jan-18,Akibat Kecanduan Main Game Di Hp Ini Lah Akibatx,Akibat kecanduan main game di Hp ini lah akibatx Penyesalan gak bakal datang diawal pasti diakhir Apa yg ditanam it pula yg dituai . Sayangi anakkita jng dibiasakan main hp akibatx fatal gararadiasi,0
8-Jan-17,Tips Hindari Ancaman Pidana Menyebarkan Hoax,Tips Hindari Ancaman Pidana Menyebarkan Hoax,0
19-Dec-17,: Islam  Anti Hoax,Islam Anti Hoax,0
10-Apr-19,"Dimalaysia Sdah Pencoblosan, Pak Prabowo Menang Telak, Tapi Kotak Surat Suara Terbakar Di Jalan Saat Mau Di Bawa","Hari ini, Dimalaysia sdah pencoblosan. Pak Prabowo menang telak, tapi kotak surat suara terbakar di jalan saat mau di bawa Untung Form C1 sdh dipegang teguh sm relawan dan mereka ga bs bantah lg",1
12-Mar-16,: Waspada! Es Teh Campur Limbah Di Monas,WASPADA! Es Teh Campur Limbah di Monas,0
26-Mar-19,Penjelasan Haikal Hassan Terkait Cuitannya Yang Mendukung Jokowi Dan Sebut Prabowo Tidak Jumatan Malah Minum Bir,"Malam semua, Mohon maaf semoga teman-teman tidak kecewa, Jumat kemarin melihat dengan mata ane sendiri prabowo tidak sholat jumat malah minum bir di ambarukmo jogja. Ane sedih melihat kondisi ini. Dengan ini ane menyatakan akan mendukung Jokowi-Maruf Amin.",0
20-Dec-17,"Catet Ya, Biar Gak Tercyduk","Catet ya, biar gak tercyduk",0
7-Sep-19,Ular Beracun Tertipis Di Dunia Hidup Dalam Paprika,"Ular tertipis di dunia Ular ini hidup dalam Paprika,tolong Cuci buah dan sayuran sampai bersih Dan makan dengan hati-hatiLihattt Ular beracun tertipis didunia",1
21-Feb-18,Sudirman Said Sedang Sembahyang Semoga Tidak Di Demo Berjilid-Jilid,Ssst Pk Sudirman Said sedang sembahyang di Vihara jangan diganggu . apalagi di demo ?,0
28-Jul-20,Foto Dukungan Terhadap Jokowi Jadi Presiden Ri Seumur Hidup,Dukungan terhadap JOKOWI JADI PRESIDEN RI SEUMUR HIDUP.,1
23-Mar-19,Katanya Polisi Harus Netral Nyatanya? Kok Bebas Acungkan 1 Jari?,"KATANYA POLISI HARUS NETRAL nyatanya? Kok bebas acungkan 1 jari? #Sementara PEGAWAI HONORER dipecat.hanya gara gara acungkan salam 2:point_up_2:, kok polisinya tidak dipecat juga.",1
23-Apr-18,"Bksda Klarifikasi Soal Penampakan Harimau Sumatra Di Agam, Sumatra Barat","Kepala BKSDA Sumbar Erly Sukrismanto mengungkapkan, berdasarkan tinjauan tim di lapangan ternyata harimau hanya menampakkan diri tanpa melukai hewan ternak, seperti yang sempat dilaporkan warga. Jadi, warga melihat dua ekor harimau jalan-jalan dari kejauhan. Tapi tidak ganggu apapun, tidak ngamuk dan melukai kerbau, terang Erly.",0
5-Jun-18,Seorang Anak Meninggal Saat Bukber Karena Konsumsi Coca-Cola,"Td dpt kabar dr teman , anaknya ikut acara bukber dng teman2 kelasnya di KFC dan minum coca cola, mungkin perutnya ga kuat langsung pingsan di bawa k rumah sakit jam 19,30 meninggal Innalillahi wa inna ilaihi rojiuun Memang sudah ajalnya, tetapi tetap kita harus jaga kesehatan",1
3-Jan-17,Planet Nibiru Siap Menabrak Bumi,"Selama ini para penganut teori konspirasi percaya bahwa tidak lama lagi planet Nibiru akan menabrak bumi. Baru-baru ini, seorang peneliti percaya bahwa ramalan tersebut akan segera terjadi. Dikatakan oleh David Meade, peneliti luar angkasa, planet Nibiru sedang dalam perjalanan menuju bumi. Ia memperkirakan bahwa planet tersebut bisa saja menabrak bumi dalam waktu dekat. David melanjutkan bahwa letak planet Nibiru sulit untuk diperkirakan sudutnya yang tidak sama dengan bumi.",1
29-May-20,"Disebut Banyak Jamur Dan Barang Kadaluwarsa, Warga  Diimbau Tak Ke Mal",Buat temen2 yg aku sayangi Saya hanya meng ingat kan saja ya nanti kalau mal2 dlm waktu dekat ini akan di buka kembali tolong jangan ke mall dulu ya . krn pd saat mall di tutup banyak brg2 rusak dan yg berjamur . mengerikan .,1
18-Sep-18,Masjid Ini Dibakar Baru Tadi,"MASJID INI DIBAKAR BARU TADI. JIKA ANDA ISLAM KOMEN AAMIIN, YA ALLAH SELAMATKANLAH RUMAHMU INI DARI API AAMIIN",1
2-Jan-18,Begini Kreativitas Dan Hasil Karya Anaknya Pleicieden? Serius Nanya Niy,Begini kreativitas dan hasil karya anaknya pleicieden? Serius nanya niy Termasuk pelecehan bukan ya kalo anak pleicieden yang bikin ? Serius nanya niy Cebongers kira kira bersuara atau diam ya ? Serius nanya niy,0
5-Jan-18,"Simalakama Jokowi, Anut Mazhab Washington Consensus, Sri Mulyani Gunakan Tax Amnesti Untuk Keruk Uang Pajak","Mazhab Washington Consensus yg dianut Sri Mulyani menjadi pedoman bertindak dalam urusan pajak, salah satu dari 10 (sepuluh) pokok rekomendasi Washington Consensus adalah : Reformasi Pajak, dengan memperluas basis pemungutan pajak.",0
5-Mar-20,Orang Yang Bergolongan Darah O Lebih Rentan Terinfeksi Virus Corona,"Orng memlk golongn drh O terblng lebh jrng tu lebh sedkt dbndngkn dengn orng yng memlk golongn drh seln O. Berbcr golongn drh memng sesutu hl yng menrk. Pslny, d beberp hl sejuh n yng telh dkethu tentng krkterstk golongn drh n.",1
5-Feb-17,Video Permintaan Maaf Ahok Ke Kyai Maruf Amin Disebut Dibuat Pada Tanggal 30 Januari 2017,Video Permintaan Maaf Ahok ke Kyai Maruf Amin Disebut Dibuat Pada Tanggal 30 Januari 2017,1
1-Nov-17,Manusia Serigala Bayi Menipu Pengguna Media Sosial Di Seluruh Dunia,Manusia serigala bayi menipu pengguna media sosial di seluruh dunia,0
28-Mar-18,Pria Yang Ada Dalam Video Telur Palsu Meminta Maaf,"Ternyata setelah di investigasikan kemarin Alhamdulillah saya sangat bersalah, karena ilmu saya sangat sedikit sekali dan telur yang beredar di masyarakat ini tentunya benar-benar asli, tidak ada yang palsu",0
30-Apr-19,"Akhirnya Ada Anggota Kpu Yang Insaf, Mengaku Di Bayar 250 Juta Dan Dijanjikan 12 M","Akhirnya ada Anggota KPU yang insaf, mengaku di bayar 250 juta dan dijanjikan 12 M.",1
28-May-19,Dahnil Ajak Pendukung Prabowo Mudik Lebaran Gunakan Kuda,"Hidupkan Sunah Nabi, Dahnil Not for Sell Simanjuntak ajak pendukung Prabowo Mudik Lebaran Gunakan Kuda.",1
9-Feb-18,Rombongan Presiden Jokowi Kecelakaan Di Sumatera Barat,"Mobil Rombongan Presiden Jokowi Mengalami Kecelakaan di Solok, Sumbar. Para penumpang mobil rombongan presiden yang menuju Kota Padang tersebut mengalami luka-luka.",0
10-Sep-17,Banser Nu Jatim Siap Jadi Relawan Ke Myanmar,@ustadtengkuzul: SALUT dan Mendukung Sepenuhnya Gerakan Banser NU Jawa Timur. NKRI Perlu Kesatria2 Bangsa yg Lurus dan Berani. Sayang Banyak yg Blm MELEK,1
29-Jan-18,Bahaya Buah Durian Mengandung Kolesterol Tinggi,Bahaya Buah Durian Mengandung Kolesterol Tinggi,0
2-Apr-18,Prabowo Bantah Ditawari Rp. 15 Triliun Untuk Menjadi Cawapres Jokowi,"Dari mana (informasi) itu. Saya nggak tahu, kata Ketua Umum Partai Gerindra, Prabowo Subianto, Minggu (1/4) kemarin.",0
17-Mar-18,"Menara Masjid Al-Aqsha Di Jayapura Ditolak, Begini Respon Menteri Agama",Betapa sangat Toleransinya saudara kita di Jayapura yah. #SayaPancasila #SayaIndonesia,0
4-Feb-18,Beredar Isu Perihal Kartu Kuning Yang Dikeluarkan Zaadit Taqwa Merupakan Pesanan Fz Dan Fh,Beredar Isu Perihal Kartu Kuning yang Dikeluarkan Zaadit Taqwa Merupakan Pesanan FZ dan FH,1
25-Jun-18,Sms Yang Bertuliskan Coblos Khofifah-Emil For Amien Rais Presiden 2019!,Demi Amien Rais presiden 2019 coblos Khofifah-Emil,0
4-Feb-18,Kerabat Sebut Zaadit Taqwa Alami Gangguan Jiwa Sejak Jokowi Terpilih Menjadi Presiden,Kerabat Sebut Zaadit Taqwa Alami Gangguan Jiwa Sejak Jokowi Terpilih Menjadi Presiden Syedihhh,0
29-Jan-18,Pemberitahuan Aksi Demo 291,"PEMBERITAHUAN TERBUKA AKSI 291 DEMO BESAR BESARAN DI. JAKARTA ALIANSI NASIONAL DRIVER ONLINE TANGGAL 29 JANUARI 2018 AKAN ADA AKSI BESAR BESARAN PULUHAN RIBU DRIVER ONLINE. AKAN OFFLINE DAN BERDEMO KE ISTANA NEGARA, AKAN TERJADI KONVOI PANJANG DARI SELURUH PENJURU KOTA JAKARTA DENGAN MENGGUNAKAN MOBIL ONLINE NYA MASING MASING. MENUJU ISTANA NEGARA JAKARTA [.]",1
02-Okt-18,Penerbangan Pesawat Hercules Gratis Ke Palu Untuk Keluarga Korban Gempa Dan Tsunami,Jadwal Hercules malam ini jam 19.00 dan 03.00 subuh besok. Di Lanud Makassar.,1
23-Nov-17,Bus Transjakarta Nyangkut Akibat Perintah,Bus Transjakarta Nyangkut Akibat Perintah,0
09-Okt-18,Klarifikasi Kementerian Luar Negeri Terkait Isu Pelarangan Anak Habib Rizieq Masuk Yaman,Semua WNA dilarang. Yang melarang mereka menyeberang perbatasan adalah Pemerintah Oman,0
15-Nov-17,"Tahun Lalu, Media Sosial Digunakan Untuk Mempengaruhi Pemilu Di Sedikitnya 18 Negara","Tahun Lalu, Media Sosial Digunakan untuk Mempengaruhi Pemilu di Sedikitnya 18 Negara",0
27-May-20,Mamah Dedeh Meninggal Dunia,"Innaa lillaahi wa inna illaihi Roojiuun. Telah berpulang ke Rahmatullah Ustazdah tercinta panutan muslim tanah air, MAMAH DEDEH pada hari selasa tanggal 26 Mei 2020 , pukul 22.28 WIB ,karena sakit di EKA HOSPITAL BUMI SERPONG DAMAI TANGERANG BANTEN.",1
6-Oct-17,Pki Ketangkep Sore Tadi! Mampus.,"PKI KETANGKEP SORE TADI! MAMPUS. Masih Bilang PKI Isu, Masih Terus Bilang Kaos Lambang PKI Trend Anak Muda? Ni PKI Ketangkep Di Sapuran, Wonosobo Jawa Tengah. #GANYANG_PKI_LAKNAT #HARAM_PKI_DI_NKRI.",0
14-Sep-17,Foto Biksu Wirathu Dieksekusi Oleh Pasukan Militan.,"1. Pertanyaan dari akun Raffi Duriyat Banten, 2. Postingan di Fanbase Shooting Volleyball pada tanggal 7 September 2017 dengan url https://www.facebook.com/shootingvolleyballvideos/photos/a.1005517759583010.1073741828.750787095056079/1079892938812158/?type=3&theater 3. akun Google Plus Grup Rashtriya Swayamsevak Sangh (RSS) yang diposting oleh akun rajesh sharma pada tanggal 11 September 2017 dengan alamat urlnya: https://plus.google.com/106716474462314/posts/dEjVWCu5Zyz).",1
30-Sep-16,"Tidak Ada Media Yang Meliput Demo Buruh Di Depan Gedung Kpk, Balai Kota, Dan Sekitar Istana","Tidak Ada Media Yang Meliput Demo Buruh Di Depan Gedung KPK, Balai Kota, dan Sekitar Istana",0
7-Feb-17,Surat C6 Sebagai Syarat Memberikan Hak Pilih Pada Pilkada Dki Jakarta,"Pengumuman penting soal Pilkada DKI 2017. Pemilih Wajib ambil surat C6 on 12 13 Feb dgn pengurus RT. Apabila sampe 14 Feb surat C6 tidak diambil langsung pemilik, RT akan kembalikan ke KPU & warga DKI yg tidak milik C6 hanya bisa memilih jam 12.00 13.00 saja! Bawa E-KTP, SuKet + KK asli. Jika lewat dari pk 13.00 Suara Anda Hangus! Tlg Sebarkan! Thank you",0
22-Mar-19,Penjelasan Terkait Video Truk Kontainer Bergambar Jokowi-Maruf Amin,Truk semi kontainer Paslon 01 ini kira-kira membawa apa,0
31-Agu-18,Bappenas Bantah Tudingan Sandiaga Uno Yang Sebut Pemerintah Mengintervensi Data Bps,"Itu sama sekali tidak benar, mereka (BPS) punya undang-undang yang menunjukkan independensi mereka, kata Menteri Perencanaan dan Pembangunan Nasional/Kepala Bappenas, Bambang Brodjonegoro, Jumat (31/8).",0
20-Apr-19,"Yudis, Konsultan It Kpu Yang Mengendalikan Sistem Penghitungan  Kpu Adalah Pendukung 02",Bagaimana ini. ?,1
4-Mar-18,Polisi Bantah Akun @Cak_Luth Milik Tersangka Muslim Cyber Army,"Irwan menerangkan bahwa seluruh akun milik Lutfi yang diduga digunakan untuk penyebaran berita bohong (hoax) maupun konten berisikan ujaran kebencian telah disita seluruhnya oleh penyidik. Dari yang berhasil diamankan tidak ada akun atas nama @Cak_Luth. Semua akun Lutfi kita sudah sita, berarti ada orang mengatasnamakan Lutfi berarti imbuh Irwan.",0
19-Jul-19,"Kisah Nyata Arif, Anak Berusia 8 Tahun, Narapidana Cerdas Yang Membunuh Preman Dan Kabur Dari Lapas Sebanyak Tiga Kali","[MENGHARUKAN] NAMANYA ARIF, STATUS NARAPIDANA CILIK Terus terang, meski sudah beberapa kali mengadakan penelitian Kriminal di LP, pengalaman kali ini adalah pengalaman pertama saya ngobrol langsung dengan seseorang yang didakwa kasus pembunuhan berencana.",1
4-Mar-18,Penjelasan Terkait Berita Muslim Cyber Army Yang Tidak Sesuai Standar,"Berdasarkan peninjauan internal redaksi, ditemukan fakta bahwa editor terburu-buru dalam mengunggah artikel tersebut. Sehingga, mengabaikan standar yang ditentukan terutama terkait dengan cover bothside. Termasuk, untuk selektif dalam mencari narasumber karena telah menjadikan akun anonim sebagai rujukan utama.",0
5-Nov-17,Moms.Hati2 Yaaa.Skrg Video Porno Bisa Di Search Lewat Wa,Dr grup sebelah Momshati2 yaaa.skrg video porno bisa di search lewat WA Yg android: 1. Buka Tanda emoticon smile di pengetikan teks wa 2. Buka tanda gif 3. Search di kolom pencarian disebelah pojok kiri dengan nama sex.,0
20-Mar-18,Klarifikasi Gedung Dpr Tidak Terjadi Kebakaran,"Hal yang sebenarnya terjadi, menurut Damayanti, yakni terjadi malfungsi dari alat pemadam api ringan (APAR). Tidak ada kebakaran, namun malfungsi dari APAR yang berupa aerosol tiba-tiba bekerja tanpa ada kebakaran, ujarnya.",0
16-Oct-19,Universitas Indonesia Tidak Terkait Dengan Kelompok Ikatan Keluarga Besar Universitas Indonesia,Kantor Humas dan KIP UI menegaskan bahwa Universitas Indonesia tidak memiliki kaitan apapun dengan kelompok tersebut dan pernyataan sikap kelompok tersebut tidak mewakili sikap Universitas Indonesia.,1
8-Nov-18,Megawati Soekarnoputri Dirawat Di Rumah Sakit Karena Stroke,"Untuk seluruh rakyat Indonesia Mari kita doakan agar Ibu Megawati Presiden kita ke 5, yang sekarang ini sedang dirawat di rumah sakit, diangkat penyakit strokenya, diberikan kesehatan sehingga bisa membantu bpk Jokowi dipertarungan mempertahankan kursi RI 1",1
19-Jul-18,Menpan-Rb Bantah Maju Sebagai Caleg,Asman justru membantah,0
1-Nov-17,Semua Pertanyaan Anda Soal Registrasi Sim Card Terjawab,Semua Pertanyaan Anda Soal Registrasi SIM Card Terjawab,0
18-Apr-19,Data Di Mabes Tni Berdasarkan Formulir C1,Cek tangkapan layar.,1
28-Apr-17,Pt Di Dijual Ke China,"Beredar kabar salah satu Badan Usaha Mandiri Nasional (BUMN), yakni PT Dirgantara Indonesia (PT DI), telah terjual ke pihak Pemerintah China.",1
6-Jul-18,"Viral Dua Anak Ditolak Daftar Smp Di Medan Karena Tak Miliki Kk, Pihak Sekolah Beri Tanggapan","VIRAL DUA ANAK DITOLAK DAFTAR SMP DI MEDAN KARENA TAK MILIKI KK, PIHAK SEKOLAH BERI TANGGAPAN",0
4-Jan-20,Foto Hati2Ada Bakso Tikus,Tlong jngn trlalu prcyg sm penjual bkso yg selalu pindh2 sm yg dpngr jln cbk klian lihat ni tryta ad yg pngn irit gk mau bli dging jdi dia critkus pngr jln ting sbrkn ni bg ady,1
24-Feb-18,Polisi Buru Ormas Yang Jadi Dalang Berita Hoaks Soal Penyerangan Ulama,Polisi Buru Ormas yang Jadi Dalang Berita Hoaks soal Penyerangan Ulama,0
22-Aug-19,Lari Menggunakan Jaket Akan Lebih Cepat Kurus,Dapat nasehat dari kawan lama. Kawan paskibraka enrekang sesama pasukan inti dulu. Skrg beliau menjadi tentara berpangkat perwira. Ngasih masukan biar cepat kurus : Lari pake jaket dan celana panjang jam 12 siang pada saat terik matahari.,1
26-Dec-19,Jokowi Halal Dilengserkan,Manusia yg gk punya nilai dn kuwalitas gk pantas mnjdi apapun di negeri ini.,1
21-Jan-17,Bentrokan Warga Dan Pt Sindoka,Tolong Pak Jokowi Kenapa petani ini disiksa seperti ini Apakah polisi di dibayar dengan PT sadoka sampai-sampai dia disiksa seperti ini Tolong sebarkan ini Biar mata masyarakat melihatnya Bagaimana perlakuan polisi terhadap petani,0
19-Oct-18,"Klarifikasi Bmkg Terkait Prediksi Gempa Bermagnitudo 8,2 Dan Tsunami Di Beberapa Daerah Jateng",Pesan yang beredar sudah dapat dipastikan hoaks,0
25-Jun-18,Beberapa Tokoh Gereja Di Bekasi Bantah Buat Perjanjian Bersama Dengan Cawalkot Rahmat Effendi,"Kami merasa bahwa ini harus diluruskan, karena merugi bagi kami juga. Saya katakan ini tidak benar,",0
11-Jul-19,Kemendagri Telah Menolak Perpanjangan Izin Fpi,Cc @kemendagri #kemendagri Tolak Perpanjangan Izin Ormas #FPI #BubarkanFPI #FPIWajibDibubarkan #ormasislam #ormasterlarang #HRS #wow_indonesiaone,1
27-Sep-19,Sriwijaya Air Group Bantah Setop Operasi,"Informasi setop operasi itu tidak benar. Hingga saat ini Sriwijaya Air dan NAM Air masih beroperasi melayani pelanggan dan reservasi pun masih tetap kami buka,",0
20-Dec-19,Video Kerupuk Dan Crispy Crackers Mudah Terbakar,Hati-hati dengan cemilan kita sehari-hari. Bapak-bapak ini sudah membuktikannya,1
22-Mar-19,Penjelasan Terkait Video Truk Kontainer Bergambar Jokowi-Maruf Amin,Truk semi kontainer Paslon 01 ini kira-kira membawa apa,0
4-Jan-18,Semut Charlie,Kaget banget ngeliat ini semut ada dideketx Nabiluntung liat dan langsung saya the end. Untungx juga liat postingan kk Laely Akbar semalam jadi tau ini semut berbahaya banget. Semoga ga ada lagi semu2 yang kayak gini lagi. Bersyukur sekali saya liatkalo ga mungkin Nabil udah digigit? saya kira ada diluar negri aja ini semuteh taux liat langsung dan hampir gigit Nabil?namax semut CHARLIE 1x kita .,0
22-Mar-19,Penjelasan Terkait Video Truk Kontainer Bergambar Jokowi-Maruf Amin,Truk semi kontainer Paslon 01 ini kira-kira membawa apa,0
30-Nov-17,Anggaran Renovasi Kolam Dprd Dki Jakarta Diusulkan Orang Kepercayaan Ahok Dan Ketua Dprd Dki Jakarta Fraksi Pdip,LAGI2 FITNAH AHOKERS TERBONGKAR TELAK! PENGUSUL ANGGARAN RENOVASI KOLAM BALAIKOTA SEBESAR 620 JUTA TERNYATA ADALAH MUHAMMAD YULIADI. YULIADI ADALAH ORANG KEPERCAYAAN AHOK YANG DIPASANG SEBAGAI SEKRETARIS DPRD DKI,0
4-Oct-17,Jne Bagi-Bagi Telepon Genggam Samsung S7,JNE Bagi-Bagi Telepon Genggam Samsung S7,1
06-Agu-18,Pemelintiran Konteks Pidato Prabowo Tentang Rampok Tetanggamu Yang Sedang Kesusahan,Rampok tetanggamu yang kesusahan,1
26-Feb-16,Guntur Soekarno Putra Meninggal,Innalillahi wa inna illaihi rojiun Telah berpulang kehadiratNya GUNTUR SOEKARNO PUTRA (Putra sulung Proklamator Ir. SOEKARNO). Semoga khusnul khotimah dan arwahnya diterima di sisi Alloh SWT. Aamiin.,1
15-Agu-18,Dinkes Aceh Membantah Atas Isu Pelajar Lumpuh Setelah Vaksin Mr,"Itu secara kebetulan. Tidak berhubungan dengan imunisasi. Ini penyakit sendiri bukan efek dari vaksin MR, ujarnya.",0
13-Mar-18,Sekjen Psi Minta Maaf Lewat Sms Agar Laporan Jangan Diteruskan,Katanya siap dipanggil Polisi tapi koq minta maaf lewat sms. Minta laporan jangan diteruskan haha. Sekjen Milenial partai Norak @AntoniRaja kamu kek layangan singit. Kemana aja nyasar gak jelas. #Kampungan,1
17-Feb-20,Informasi Pembuatan Sim Kolektif Tanpa Tes Pada Maret 2020,"Info Pembuatan SIM Kolektif Kabar gembira buat teman-teman yang belum memiliki Surat Izin Mengemudi (SIM). Akan diadakan pembuatan SIM secara Kolektif hanya datang, lalu foto, dan tanpa tes.",1
22-Dec-16,Empat Partai Politik Paling Tak Informatif Versi Komisi Informasi Publik Yang Dimuat Di Kompas.Com,Empat Partai Politik Paling Tak Informatif versi Komisi Informasi Publik Yang Dimuat di Kompas.com,1
26-Feb-19,"Diberi Duit, Baju Dan Makan, Tapi Acara Tetap Sunyi, Relawan Jokowi Hampir Bunuh Diri","Menit demi menit berlalu. Tak satu pun warga yang mau bergabung meramaikan acara deklarasi Jokowi di Pariaman. Rencananya, relawan yang diberinama Aku Juga Jokowi (AJJO) ini dideklarasikan di Anjungan Gondoriah Kota Pariaman, Jumat (22/2).",1
18-Nov-16,: Kicauan Grab Di Tweeter Yang Mendukung Ahok,Grab Indonesia mendukung @basuki_btp #KamiAhok,0
3-May-20,Terjadi Pembuangan Mayat,Ya allah terjadi pembuangan mayat. Tempat pembuangan masih diselidiki oleh aparat kepolisian. #dirumahsaja #covid19 #viral.,1
10-Nov-17,Bayern Munchen Buka Masjid Baru Usulan Franck Ribery Di Stadion Allianz,"Klub Bundesliga, Bayern Muenchen, kabarnya telah membuka masjid baru di kompleks Stadion Allianz Arena, Munich, Jerman.",0
19-Oct-18,Minum Air Es Sebabkan Sakit Jantung,"Tahukah anda Jantung kita ini paling pantangannya apa? Anda mungkin blm tau, setelah membaca tulisan ini akan kaget!",1
17-Agu-18,Indonesia Baru Mengetahuinya,BANYAK YANG TIDAK TAU KISAH TRAGIS YG MEMBUAT PRABOWO TURUN KE MALAYSIA SEWA PENGACARA PALING MAHAL DI SANA,1
20-May-17,: Polemik Ip Address Server Baladacintarizieq.Com,Polemik IP address server baladacintarizieq.com,0
3-Nov-19,Charge Ponsel Dengan Powerbank Terbakar Di Mall Emporium,Di mall emporium Brusan kejadian ngecas hp pake power bank taruh di kantong #LaguLamaKambingHitam,1
12-Aug-20,Foto Pandemi Flu 1918,I found these photos of 1918 flu pandemic. So relatable,1
21-Mar-17,Hoax Penculikan Anak Memakan Korban,"Mengedepankan kewaspadaan itu penting. Apalagi, terkait keamanan anak. Namun, kiranya dalam mengajak masyarakat untuk meningkatkan kewaspadaan tidak menggunakan hoax dan provokasi. Hal itu tentunya akan merugikan diri sendiri dan orang lain.",0
29-Jan-17,Aplikasi Serupa Whatsapp Yang Berpotensi Disalahgunakan Dalam Penyebaran Berita Palsu Dan Fitnah,Aplikasi serupa WhatsApp yang Berpotensi Disalahgunakan dalam Penyebaran Berita Palsu dan Fitnah,0
5-Apr-20,Menara Jaringan Telekomunikasi 5G Di Inggris Dibakar Karena Hoax Virus Corona,Hoax seputar virus corona menyebabkan kerusakan pada jaringan telekomunikasi di Inggris. Sejumlah tower 5G di Inggris dibakar karena hoax yang mengatakan bahwa 5G menyebabkan virus corona.,0
17-Jul-18,Bkd Provinsi Papua Tidak Pernah Janjikan Jatah Penerimaan Cpns 2018,Saya dan staf di BKD Papua tidak pernah meminta uang untuk menjanjikan jatah dalam penerimaan CPNS.,0
15-Jul-18,"Sepertinya Berangkat Sendiri, Biaya Sendiri, Selebrasi Sendiri, Tidak Ada Yang Kasih Bendera","Sepertinya brgkt sendiri, biaya sendiri, tidak ada yg menyangka bakal juara 1 emas ngalahin negara2 punya atlet pelari jamaica",1
2-Jul-19,Wanita Bawa Anjing Masuk Masjid,Agama Islam tidak lagi di hormati di negeri ini.,1
8-Jan-17,Tips Hindari Ancaman Pidana Menyebarkan Hoax,Tips Hindari Ancaman Pidana Menyebarkan Hoax,0
5-Jan-18,"Simalakama Jokowi, Anut Mazhab Washington Consensus, Sri Mulyani Gunakan Tax Amnesti Untuk Keruk Uang Pajak","Mazhab Washington Consensus yg dianut Sri Mulyani menjadi pedoman bertindak dalam urusan pajak, salah satu dari 10 (sepuluh) pokok rekomendasi Washington Consensus adalah : Reformasi Pajak, dengan memperluas basis pemungutan pajak.",0
3-May-20,Video Cara Pertolongan Emergency Covid 19,"Begini cara pertolongan Emergency Covid 19 . pasang Ventilator + jalan terakhir suction utk mengangkat dahak/lendir di paru2, kalo semua gagal, *Good Bye* jangan main~main, lebih baik *Stay at Home*",1
15-Apr-17,: Beredar Meme Perempuan Korea Dibunuh Oleh Aktivis Cina,Beredar meme dgn menggunakan wajah seorang perempuan korea bernama Kim Bok Dong yg isi pesannya mengandung unsur rasisme. Disebutkan pula bahwa dia telah dibunuh oleh aktifis China.,1
18-Apr-18,Klarifikasi Pt Wijaya Karya Terkait Kabar Ambruknya Proyek Tol Manado-Bitung,"Dapat kami sampaikan klarifikasi bahwa konstruksi yang runtuh adalah overpass akses Jalan Tumaluntung yang melintas di atas lokasi rencana Jalan Tol Manado-Bitung (underpass),",0
19-Agu-18,"Bisa Terbang Dan Stoppie, Jokowi Ternyata Pakai Pemeran Pengganti, Ini Dia Sosoknya","Wow, adegan terbang di atas Yamaha FZ1 juga stoppie dilakukan Presiden",0
15-Jan-18,: Dimana Tni Dan Polri Dalam Isu Komunisme Atau Pki ?,massa menolak seminar PKI,0
