ID,tanggal,judul,narasi,label
3378,13-Jun-20,Foto Kuburan masal ulama dan santri 1948 oleh PKI Muso,Ini adalah foto para santri n ulama yg menolak faham komunis. Para santri di suruh gali lubang panjang di sekitar pompes utk kuburan mrk n mrk smua di kubur hidup2,1
3379,7-Jun-20,5G Hanya Chipnya Diganti,"5G, Chip, dan perangkat di sisi pengguna.",1
3380,22-May-20,Foto FBI Menangkap Bill Gates Karena Terorisme Biologis,FBI Arrests Bill Gates For Biological Terrorism After Tip Off From Melbourne 5G Protestors” atau yang jika diterjemahkan “FBI Menangkap Bill Gates Karena Terorisme Biologis Setelah Memberi Tip Dari Melbourne 5G Protestor,1
3381,16-May-20,WHO Menyebutkan Vegetarian Tidak Kena Covid-19,"Semua Pengamal Sayuran, Vegetarians tidak kena Covid19, sebab minyak binatang ada lah sumber hidup Viruses ni mengikut sumber United Nation-World Health Organization",1
3382,3-May-20,Video cara pertolongan Emergency Covid 19,"Begini cara pertolongan Emergency Covid 19 .. pasang Ventilator + jalan terakhir suction utk mengangkat dahak/lendir di paru2, kalo semua gagal, *Good Bye* jangan main~main, lebih baik *Stay at Home*",1
3383,14-Mar-20,WHO: Saran penyakit Coronavirus  untuk umum: membantah Mitos,"Dari bukti sejauh ini, virus COVID-19 dapat ditularkan di SEMUA AREA, termasuk daerah dengan cuaca panas dan lembab. Apa pun iklimnya, lakukan tindakan perlindungan jika Anda tinggal di, atau bepergian ke area yang melaporkan COVID-19. Cara terbaik untuk melindungi diri dari COVID-19 adalah dengan sering membersihkan tangan. Dengan melakukan ini, Anda menghilangkan virus yang mungkin ada di tangan Anda dan menghindari infeksi yang dapat terjadi saat menyentuh mata, mulut, dan hidung Anda.",0
3384,4-Mar-20,"salah satu warga Bekasi ada yg positif terkena virus Corona, meninggal dunia","Assalamualaikum….
 Ada info dari rekan kerja yg tinggal di Villa Bekasi Indah 1, bahwa salah satu warganya ada yg positif terkena virus Corona, hari ini meninggal dunia dan akan dimakamkan di TPU Mangunjaya….
 Untuk sementara waktu hindari tempat tempat keramaian, tetap menjaga kesehatan dan semoga Allah SWT menjaga kita semua….aamiin…",1
3385,11-Feb-20,Video puluhan pasien virus corona kejang-kejang,"Mudah mudahan kita dijauhi oleh ALLAH SWT dari virus Corona yang berbahaya ini,amin",1
3386,1-Dec-19,HANYA KADER PKI yg tidak suka dengan video mewaspadai PKI.,“Ini saksi mata. Ini sebuah kesaksian. Ini fakta yg nyata. Perhatikan yg nyinyir. Perhatikan akun nya. Catat baik2. Lihat rekam jejaknya. HANYA KADER PKI yg tidak suka dengan video mewaspadai PKI.,1
3387,5-Oct-19,Mahasiswa bisa minta bantuan ke Kodam jika ingin didampingi saat gelar unjuk rasa,"Pendampingan mahasiswa dalam berdemonstrasi dilakukan di level komando daerah militer (kodam) karena kewenangan Panglima TNI dalam pengendalian operasi sudah dibagi habis ke satuan bawahdan hanya jika dalam kondisi dibutuhkan oleh Polri. Kewenangan Panglima TNI tidak termasuk kewenangan untuk mengizinkan dan memberikan pengawalan demonstran karena berdasarkan UU No. 9/89, pengawalan demonstrasi adalah kewenangan Polri.",1
3388,9-Sep-19,Seorang Ibu Lahirkan 18 Bayi Kembar,KEBESARA ALLAH SWT MELAHIRKAN 18 ANAK,1
3389,30-Jan-18,Kerajaan Arab Saudi Menetapkan Habib Rizieq sebagai Keturunan ke-38 Rasulullah,"*KERAJAAN ARAB SAUDI TETAPKAN “HABIB RIZIEQ” SEBAGAI KETURUNAN KE-38 RASULULLAH*
 Imam Besar Ummat Islam _Assayyid Ad-Da’i ilallaah Al-arifbillaah_ *Habib Muhammad Rizieq Shihab* dinyatakan & ditetapkan oleh Pemerintahan Arab Saudi melalui Juru Bicara Kerajaan Raja Salman. Beliau HRS ditetapkan sebagai _Keturunan Habiballaah Rasulullah_ *Muhammad Shallallahu ‘Alaihi wa Sallam* _ke-38_. Beliau mendapat seluruh fasilitas kebutuhan kehidupan dunia untuk dipergunakan sepuasnya & dilayani oleh Kerajaan Arab Saudi (termasuk *HRS* boleh tinggal di *Saudi* sesuka keinginannya), Maa Syaa Allah. [...]",1
3390,3-Sep-19,Pemutihan SIM Yang Sudah Mati Tanpa Mengulang Tes,"Pemutihan SIM Yang Sudah Mati dan Buat SIM baru, Berlaku Mulai Tanggal 25 Agustus 2019, Tolong Di Bantu Share Ya, Agar Yang Memiliki SIM Mati Bisa Di Perbarui Tanpa Mengulang Tes Lagi, Berlaku Seluruh Indonesia.",1
3391,25-Jun-19,Imigrasi Bali Menolak dan Mendenda Mantan Miss Universe Asal Australia,"Portal media asal australia, news.com.au memberitakan tentang penolakan Mantan Miss Universe asal Australia, Tegan Martin oleh Indonesia karena ada noda di paspornya dengan judul “Former Miss Universe Australia stranded in Bali because of damp passport.”",1
3392,19-Jun-19,Geger Binatang di Kebun Binatang Indonesia Kurus,"”Adul:”Geger Binatang di Kebun Binatang Indonesia Kurus Tdk Terurus, Ran.
Giran:”Lha Manusianya Saja Tdk Terurus. Beras, Bawang, Daging, Jagung, Cabai, Garam, Tarif Listrik, Harga Tiket, MENCEKIK, Giliran Harga Komoditi, Sawit, Karet dll NYUNGSEP”
Adul:”Hehe, Kayak Kita Jadi Kurus”",1
3393,17-May-19,"Video dan Foto Korban Tawuran di Jembatan Siak IV, Pekanbaru","Ya allah kasihan, kurang kerjaan lha pulak ko kawan,,,

#korban tawuran jembatan siak lV pekanbaru",1
3394,29-Apr-19,Burhanuddin Muhtadi Dituding Dalang Quick Count Palsu,VIRALKAN…,1
3395,28-Nov-18,Bendungan Katulampa Jebol Pada 27 November 2018,"Info dr pudek BMKG bogor

Katulampa jebol, Jakarta kemungkinan bisa banjir, kalau ada keluarga yang kerja di wilayah jabodetabek kabarin, diperkirakan air sampai jakarta +/- 6 jam lagi info dr temen yg di bogor barusan kira2 sejam yg lalu… jadi untuk malam ini klo bisa balik ke rumah jangan terlalu malam.. perkiraan 6 jam air sampai jakarta",1
3396,21-Sep-18,Nasi Kotak Plus 2 Ayam dan Rendang,“Nasi Kotak Plus 2 Ayam dan Rendang mungkin bisa nambah gairah PANASBUNG CEBI …! hua hua hua ha ha ha”.,1
3397,2-Sep-18,REZIM KODOK ini benar2 anti islam,Pelarangan sholat di sekolah dan pelarangan pemakaian baju sekolah muslim ke sekolah..,1
3398,26-Agu-18,Penyebutan topan dan badai di doa Maruf Amin,Harap maklum ya..,0
3399,26-Jun-18,Bank BCA Bisa Bantu Nasabah Yang Kena Tipu Belanja Online,"Terkait penipuan online ini, beredar informasi yang menyebutkan jika perbankan bisa mengatasi penipuan tersebut, menangkap sang pelaku dan mengembalikan uang nasabah.",1
3400,10-Jun-18,Kerja Sama NU dan Israel,Naudzubillaahi Min Dzalik’ …. Di Saat Darah Saudara Kita Tertumpah Di #Palestina,1
3401,14-May-18,PENEMUAN BOM DI KOTA MALANG,Ada 6 bom dietmukan di graha kencana karanglo malang,1
3402,20-Apr-18,Ketik @  Tanpa Spasi Artinya Akun Aman,"Bagaimana Cara Mengetahui Akun ANDA tidak di Hacked?
 
 Caranya sederhana, pada kolom komentar dibawah silahkan ketik: @ [ 4 : 0 ] tanpa spasi. Dan jika keluar tulisan “Mark Zuckerberg”
 (nama si pencipta facebook) artinya akun kita aman-aman saja. Jika tidak muncul artinya kita perlu mengatur ulang setting-an keamanan akun kita.
 
 Silakan mencoba…
 Alhamdulillah akun saya aman
 
 Jika akun anda tidak aman ganti pasword dengan gabungan yang agak rumit agar orang membukanya juga susah.",1
3403,13-Apr-18,KPK Bantah Mengusulkan Pemilihan Kepala Daerah Melalui DPRD,"Kami tegaskan hal tersebut tidak benar. KPK tidak pernah menyimpulkan, apalagi mengusulkan, agar kepala daerah dipilih oleh DPRD",0
3404,8-Mar-18,Klarifikasi Survei Calon Wakil Presiden Paling Disukai Masyarakat Bukan Dikeluarkan Lembaga Survei Indonesia,Klarifikasi Survei Calon Wakil Presiden Paling Disukai Masyarakat Bukan Dikeluarkan Lembaga Survei Indonesia,0
3405,19-Oct-17,Registrasi Kartu SIM Card Perlukah Nama Ibu kandung ?,"Cara Registrasi Ulang Kartu Simpati, XL, Indosat, 3, Axis (Note : beserta screen shoot tata cara registrasinya yang menyertakan nama Ibu kandung pada beberapa Provider)",0
3406,11-May-17,FASILITAS RUANG TAHANAN AHOK BAK BINTANG LIMA,"Sel Tahanan Ahok di mako brimob dilengkapi AC,TV,LCD,kamar bintang 5
 Akun atas nama faizal muhammad mengklaim foto yang didapatkan dari orang dalam dengan candid camera
 Foto 2 dan foto 3
 Mungkin juga gambar serupa disebar juga oleh akun akun lain dan bertebaran dilini masa anda",1
3407,29-Apr-17,Foto Tangkapan Layar Berita Munarman Dengan Narasi Provokatif,"Makhluk kayak begini ini yang mengotori Indonesia, Islam dan kaum Muslim. Kalau kalah ngamuk bawa-bawa pedang dan panci. Seenak wudelnya sendiri. Dikit-dikit main teror. Dikit-dikit bawa nama Islam. Dikit-dikit mengatasnamakan umat Islam. Umat Islam lambemu ndower Mat.",1
3408,11-Mar-17,Video Narasi Disertai Potongan Foto Ahli Sosiologi Selo Soemardjan di Video Berjudul RAMALAN AKHIR KASUS AHOK....,Video Narasi Disertai Potongan Foto Ahli Sosiologi Selo Soemardjan di Video Berjudul ‘RAMALAN AKHIR KASUS AHOK….’,1
3409,10-Jan-17,SURAT TERBUKA DARI PEWARTA INDONESIA,Surat terbuka untuk Eko Prasetia,1
3410,10-Dec-16,"Ahok Mengucapkan Dua Kalimat Syahadat, Ketua FPI Pun Meneteskan Air Matanya","Subhanallah,,, Akhirnya Ahok Mngucapkan Dua Kalimat Syahadat. Ketua FPI Pun Meneteskan Airmatanya",1
3411,11-Nov-16,"Pembicaraan Aa Gym dengan Panglima TNI, Jendral Gatot Nurmantyo",Obrolan Aa Gym Dengan Panglima TNI Gatot Nurmantyo Sesaat Sebelum ILC,1
3412,16-Jul-20,Penambahan Peserta SKB CPNS 2020 Kemendes PDTT,Penambahan Peserta SKB CPNS 2020 Kemendes PDTT,1
3413,5-Jul-20,Video Bahagianya Sniper TNI saat target masuk dan kena pesawat Israel ancur di udara,BAHAGIANYA SNIPER TNI SAAT TARGET MASUK DAN KENA PESAWAT ISRAEL ANCUR DI UDARA. #BravoTNIPenjagaKedaulatanNegara,1
3414,2-Jul-20,"Video Ekonomi Makin Hancur & Terlilit Utang, Jokowi Terancam Serahkan Indonesia pada China","EKONOMI MAKIN HANCUR & TERLILIT UTANG, PEMERINTAHAN JOKOWI T3R4NC4M SERAHKAN INDONESIA Pada CHINA",1
3415,21-Jun-20,"Amien Rais: Kalau Jokowi Sampai Diturunkan Akan Lebih Parah.Karena Dia Adalah Yang Terbaik Saat Ini,Dan Selamanya Buat RI","Amien Rais: Kalau Jokowi Sampai Diturunkan Akan Lebih Parah.Karena Dia Adalah Yang Terbaik Saat Ini,Dan Selamanya Buat RI",1
3416,4-May-20,Foto Jokowi Mengenakan Kemeja Merah Berlogo Palu Arit,"TERJAWAB SUDAH KENAPA JOKOWI SEORANG PRESIDEN MEMINTA MAAF KEPADA KELUARGA PKI KOMUNIS , DARI KEMERDEKAAN RI 1945 BELUM PERNAH SEORANG PRESIDEN RI MEMINTA MAAF KEPADA PKI , BARU JOKOWI , TERNYATA PERMAINAN POLITIK BAPAK MEMINTA MAAF KE PADA ANAK2 NYA, MALING TERIAK MALING",1
3417,1-May-20,"Sejak Indonesia Merdeka, Baru Gubernur Anies yang Dikunjungi 40 Dubes Tanpa Diundang","Sejak Indonesia merdeka hingga sekarang, baru sekali ini seorang GUBERNUR mendapat kunjungan 40 Duta besar di dunia, tanpa di undang….,",1
3418,29-Apr-20,"Apabila ada masyarakat tidak mampu makan, dapat menghubungi nomor pengaduan Bansos Covid19 Kemensos","Apabila ada masyarakat Indonesia yang tidak mampu makan akibat terdampak Covid-19, dapat langsung menghubungi nomor Hp./WA pengaduan Bansos Covid19 :",1
3419,21-Feb-20,Inilah Akibat Memilih Komisaris Kafir,"Inilah akibat memilih komisaris kafir. Budaya perusahaan lambat laun akan tidak sesuai dengan syariat Islam.
 
 #KhilafahWillBeBack #MuslimUnitedWithKhilafah #KhilafahBukanRadikalisme
 #TolakAtributNatal",1
3420,20-Feb-20,Foto Bayi platipus,"Bayi platipus, mamalia semi-akuatik yang banyak ditemui di bagian timur benua Australia.
 Walaupun berkembangbiak dengan cara bertelur, platipus tetap tergolong kelas mammalia karena ia menyusui anaknya.
 Platipus juga sering dikenal dengan nama duck-billed Platypus atau Platypus berparuh bebek disebabkan bentuk paruhnya yang menyerupai bebek.",1
3421,15-Feb-20,Waspada Bahaya Skullbreaker Challenge yang Membahayakan Nyawa,Komisi Perlindungan Anak Indonesia (KPAI) dan Polri mengimbau anak-anak dan pelajar agar tidak mengikuti skullbreaker challenge karena jelas membahayakan diri sendiri. Jika terdapat korban jiwa dalam aksi tersebut maka dapat dikenakan tindak pidana,0
3422,13-Feb-20,Ribuan Burung Gagak Muncul di Wuhan Menandakan Banyak Bau Mayat,"#SeruanUlamaBerantasKorupsi
 
 Ini Menandakan Banyak Bau Mayat Disekitar Situ Guy’s..!!!
 …
 @sorotnews 👉 Ribuan Burung Gagak Muncul di Wuhan Tempat Virus Corona Ditemukan
 
 #SeruanUlamaBerantasKorupsi",1
3423,15-Jun-19,Polisi: Chat WA Berisi Anggota Polda Metro Jaya Hina TNI Hoaks,"Biarkan kepolisian jaya dan memegang kendali agar TNI tidak songong lagi, biar lemah muak dengan TNI.",1
3424,15-May-19,AM Hendropriyono Dirawat di Singapur,"MUBAHALAH HABIB RS MANJUR !!
AM HENDROPRIYONO ATIT !!
KINI DIRAWAT DI SINGAPORE.
OPERASI TULANG BELAKANG YG TAK KUNJUNG SEMBUH.",1
3425,11-Mar-19,Pasukan asing akan masuk NKRI melindungi warga asing,"Antisipasi Pasca Pemilu bila terjadi sesuatu maka Pasukan asing akan masuk ke NKRI dg dalih melindungi warga asing yg ada disini … Ini dugaan sementara, sekarang pertanyaannya dimanakah pasukan asing itu sendiri!? Anda tdk sadar bahwa mereka sdh ada disekitarmu tanpa anda sadari krn memang sdh dipersikahkan oleh Rezim.now…U know!?",1
3426,4-Mar-19,PKS : 1 MARET HARI POLIGAMI NASIONAL,"Pagi2 nemu begini kok jijik ya. Poligami ya sana poligami. Ga usah sok bener, pamer n bangga. Ini seriusan dr PKS ?! Beneran didukung prab ? 100ribu cm dapet cabe bawang aja laki-bini kelahi. Mau sekalian program kelahi nasional ?!",1
3427,3-Feb-19,Ini buktinya Prabowo bersama cucu PKI,Ini buktinya Prabowo bersama cucu PKI,1
3428,5-Nov-18,Kepolisian Klarifikasi Terkait Biaya Tilang Baru,"Beredarnya pesan melalui aplikasi WhatsApp yang berisi biaya tilang terbaru dan instruksi Kapolri terkait penilangan di Indonesia adalah hoax atau Tidak Benar. Adapun biaya denda penilangan sudah tertera dalam UU. no 22 tahun 2009 tentang Lalu Lintas dan Angkutan Jalan,",0
3429,26-Oct-18,SURAT PEMANGGILAN KAPOLRI JENDERAL TITO KARNAVIAN OLEH KPK,(Surat pemanggilan yang seolah dibuat oleh Komisi Pemberantasan Korupsi. Narasi yang terdapat dalam surat bisa dilihat pada gambar yang sudah diunggah.),1
3430,03-Okt-18,Dermaga Bemata Dajjal Hancur Diterpa Gempa Serta Tsunami di Palu dan Donggala,Tanpa kita sadari ternyata di sulawesi barat (Palu) telah dibangun dermaga pantai bermata Dajjal…,1
3431,21-Sep-18,Ferdinand Hutahean Menyatakan Akun Twitter @FerdinandFarel Bukanlah Miliknya,"“Saya akan mempidanakan org yg menyebarkan dan membuat akun twitter ini. 2011 sy belum punya akun twitter dan tidak punya akun twitter. Itu foto yg digunakan adlh foto saya. Anda menyebarluaskan hoax dgn gaya pura2 bertanya. Oh ya, betul anda kontributor Asia Sentinel?,” tulis akun Twitter Ferdinand Hutahaean @LawanPolitikJW",0
3432,18-Apr-18,: Jembatan Widang Babat di Tuban yang Menjadi Program Infrastruktur Jokowi Ambruk,INIKAH INFRASTRUKTUR YG KEJAR TAYANG BUAT 2019 JEMBATAN WEDANG TUBAN JATIM AMBRUK HARI INI..MASIH YAKIN 2019 DI PILIH,1
3433,18-Mar-18,Jokowi Siapkan Perpres Demi Permudah Tenaga Kerja Asing,"JOKOWI SIAPKAN PERPRES DEMI PERMUDAH TENAGA KERJA ASING
 ***Padahal di Indonesia sangat bayak pengangguran!! Mana JANJI menciptakan 10 juta lapangan kerja..??!!
 #PresidenBaru2019🇲🇨✌
 Presiden Jokowi sebelumnya meminta agar izin bagi TKA yang hendak masuk ke Indonesia dipermudah.
 https://nasional.kompas.com/read/2018/03/06/21473501/jokowi-siapkan-perpres-demi-permudah-tenaga-kerja-asing",1
3434,11-Mar-18,Ini Penjelasan Mentan soal Larangan Rockmelon Australia ke Indonesia,"Secara terpisah, Kepala Badan Karantina Pertanian Banun Harpini melalui keterangan tertulisnya menyatakan, rockmelon Australia belum pernah ada yang masuk ke Indonesia. Dengan begitu, larangan ini diadakan sebatas informasi dan masyarakat diminta tidak perlu resah karena melon di dalam negeri masih aman dikonsumsi. “Buah melon yang beredar di pasaran saat ini murni buah lokal dari petani Indonesia dan kami menjamin buah tersebut sehat dan aman untuk dikonsumsi,” tutur Banun",0
3435,25-Feb-18,Lucifer Church Colombia,"RUMAH IBADAH PENYEMBAH IBLIS LUCIFER TELAH DI BUKA DI COLOMBIA
 PERTANDA KIAMAT SUDAH DEKAT DAN DAJJAL AKAN MUNCUL",1
3436,19-Dec-17,Billboard Bertuliskan PDIP Tidak Butuh Suara Umat Islam,"PDI-P TIDAK BUTUH SUARA UMAT ISLAM
KETUM pdi-p megawati soekarno putri",0
3437,8-Dec-17,Kepolisian Republik Indonesia Memberikan Tips Cara Blokir Nomor HP SMS Penipuan,"Kepolisian Republik Indonesia Memberikan Tips Cara Blokir Nomor HP SMS Penipuan
Sebarkan ya…
…Biar Penipunya pada kapok
Sering kali kita mendapat SMS penipuan yg menyatakan:
-Anda menjadi pemenang kuis
-Segera transfer ke ATM terdekat
-Papa/Mama kok belum pulang
-SMS yg pura2 nyasar ttg transfer uang
-Mama minta pulsa
-Anak kecelakaan
-Agen pulsa super murah... ",1
3438,19-Apr-17,Jokowi Bersama Ahok Bagikan Amplop Berisi Uang dan Beras Untuk Warga Cilincing,Jokowi ikutan bagi-bagi sembako & amplop bersama ahok di Cilincing,0
3439,3-Dec-16,Muslim Indonesia di Amerika Mendukung Aksi Damai 212,Muslim Indonesia di Amerika Mendukung Aksi Damai 212,1
3440,27-Nov-16,Nama Jalan Di Pulau Reklamasi,"Nama jalan di Pulau Reklamasi, seriuuuuus ya mau dijadikan bagian dari RRC nih negeri!
 
 Wahai anak bangsa Indonesia masih diam dan membiarkan jugakah?
 
 #SaveNkri",0
3441,4-Nov-16,Foto Ribuan Demonstran Berkumpul di Istiqlal,Foto Ribuan Demonstran Berkumpul di Istiqlal,1
3442,24-Jun-16,Pejabat Pemkot Parepare Injak Sajadah Pakai Sepatu,Oknum pejabat sekarang injak injak sejadah dengan sepatu dari rakyat..luar biasa.#edisiramadhanpenuhberkah#,1
3443,20-Jun-16,: Nenek Sepuh Yang Butuh Donasi,"Beredar foto di medsos berikut, foto seorang ibu yang bersandar di dinding sebuah pasar, dengan prolog seolah-olah beliau butuh dibantu",0
3444,11-Aug-20,Kanada Sudah Terbebas dari Covid-19,"CANADA is now Covid free! i hope philippines next, don’t lose hope, GOD will heal!",1
3445,5-Jul-20,"Foto pahlawan perang era 11, dengan teknik ngibul 1 negara musuh dengan janji manisnya","Potret foto pahlawan perang era 11, dengan teknik ngibul 1 negara musuh dengan janji manisnya",1
3446,24-Jun-20,Mia Khalifa Bunuh Diri,Very Shocking……. Mia khalifa commits suicide. Broken heart RIP #miakhalifaِ,1
3447,1-Jun-20,Prediksi Simpson lain yang menjadi kenyataan!! #MerekaTahu,“-prediksi Simpson lain yang menjadi enyataan!! #MerekaTahu,1
3448,28-May-20,"Ditemukan di pusat perbelanjaan di Palembang, Sumatera Selatan ","Ditemukan di pusat perbelanjaan di Palembang, Sumatera Selatan. Check it out..! ( Palembang Indah Mall )",1
3449,12-May-20,Donasi Bahan Iftar dan Sahur di Masa Wabah Covid-19 oleh PKS,Donasi Bahan Ifthar & Sahur di Masa Wabah COVID-19,1
3450,17-Apr-20,Video Obat COVID-19 Telah Ditemukan dan Siap Disebarkan ke Seluruh Indonesia,Instanti Kesehatan berhasil membuat obat yang di butuhkan Pasien Covid 19 saat ini dan pada pidatonya beliau berterimakasih kepada Pemerintah atas bantuannya karena bahan baku dari obat inu sangat sulit karena rebutan dengan negara negara lain. Kami berharap dengan adanya Obat Ini Covid-19 dapat musnah dan dunia kembaki normal kembali Amin,1
3451,4-Apr-20,KFC Memberikan 1 Bucket Ayam Gratis Perayaan Ulang Tahun Ke 68,KFC is giving away 1 FREE Bucket of Kentucky Fried Chicken to EVERYONE on its 68th ANNIVERSARY. Hurry Up! Get your FREE Chicken Bucket at : http://bucket[dot]onlineoffer[dot]xyz,1
3452,16-Mar-20,Bule ini kena corona lokasi di Bali,BULE INI KENA CORONA LOKASI DI BALI,1
3453,2-Mar-20,"Penculikan anak bukan isapan jempol, Kejadian ini tertangkap di Lampung","Kejadian di Lampung.
 Mohon perhatian ibu/bpk, tolong putra-putri nya selalu diawasi kalau bermain di luar….
 Penculikan anak2 bukan isapan jempol…. Waspada lah… Kejadian ini tertangkap di Lampung.
 SIKAT HABIS MANUSIA SAMPAH KAYAK INI GA ADA GUNA, DITEMBAK MATI aja, pak",1
3454,4-Feb-20,Virus Corona Dapat Menular Melalui Tatapan Mata,"Info penting !!!
 
 Berhati hatilah jika melihat secara langsung korban yang terinfeksi virus corona, karena virus corona bisa tersebar hanya dengan menatap saja.
 
 share sebanyak mungkin demi kebaikan…",1
3455,30-Jan-20,Info orang hilang Ciri2 wapres,"Info orang hilang :
 
 Hilang dengan tiba2 setelah selesai pemilu 2019 lalu yang diumumkan menang tengah Malam oleh KPU .
 
 Ciri2 : wapres
 
 Bagi yg tahu keberadaannya tolong hubungi
 Kaum CEBONG BIN TOGOK",1
3456,6-Nov-19,"Batu ini yang dipijak oleh Nabi untuk naik ke langit, batu ini menangis hingga sekarang batu ini terapung","Assalamu’alaikum wr wb
 Batu ini yg dipijak olen Nabi tuk naik kelangit…. Batu ini ingin ikut Nabi ttapi dilarang oleh Jibril…Batu ini menangis hingga skrang bati ni terapung sbg bukti keagungan Allah swt",1
3457,20-Oct-19,Post oleh Akun Palsu Krishna Murti,"Saya mau kasih tau semua warga masyarakat:
 
 Wanita menutup aurat dg jilbab ataupun bercadar itu adalah pilihan berdasarkan keyakian masing2.. Jadi jangan kalian cap mereka dg label tidak baik. Menutup aurat adalah kewajiban yang diajarkan nabi..",1
3458,24-Sep-19,Zainal mahasiswa yg demo di dpn Gedung DPR,"Innaa lillaahi Wa innaa ilayhi.rooji’uun.
 Adik mahasiswa (Zainal )yg demo di dpn Gedung DPR
 smlm telah meninggal dunia akibat di pukulin ole polisi.
 Smoga Husnul khothimah adik…😢😢.
 
 Knpa polisi tdk bs mengayomi rakyat nya
 Dia bkn.musuhmu.. Dia adlh seorg mahasiswa yg sdg meminta keadilan",1
3459,27-Jul-19,UNESCO Nyatakan ISLAM Agama Paling Damai Sedunia,"PBB yang menangani Pendidikan, Keilmuan, dan Kebudayaan/UNESCO (The United Nations Educational, Scientific and Cultural Organization), telah mengeluarkan pernyataan resmi bahwa Islam adalah agama paling damai di dunia (Islam is the most peaceful religion of the world).",1
3460,9-Jul-19,"Setelah wacanakan Menghapus pelajaran agama disekolah, kini terang-terangan melarang busana muslim di sekolah","Setelah wacanakan Menghapus pelajaran agama disekolah, Nah kini terang-terangan melarang busana muslim disekolah",1
3461,06-Okt-18,Kominfo Akhirnya Akui Relawan FPI Benar Membantu Di Palu Dan Nyatakan Mendukung,Akhirnya mengaku salah. Telah berbohong.,1
3462,28-Sep-18,DEKLARASI JATIM TOLAK KEBANGKITAN PKI,"DEKLARASI JATIM MENOLAK KEBNAGKITAN PKI & NASAKOM
 
 Kodam V Brawijaya
 
 1 Oktober 2018",1
3463,28-Agu-18,Cari tahu apakah nama Anda ada dalam daftar orang-orang yang memiliki hak untuk menarik dana ini:,Mereka yang bekerja antara tahun 1990 dan 2018 memiliki hak untuk menarik Rp 21 juta dari Badan Penvelenggara Jaminan Sosial (BPJS).,1
3464,21-Agu-18,"Makanan Jamaah Haji yang Tarwiyah di Mina, Bukan dari PPIH","PPIH pada tanggal 8 Dzulhijjah (19 Agustus) belum menyediakan layanan katering, karena seluruh jamaah haji Indonesia baru bergerak dari Makkah ke Arafah, bukan ke Mina, secara bertahap mulai hari ini,,",0
3465,15-Agu-18,Pengakuan Jusuf Kalla perjuangan moral Jokowi,*Akhirnya Tabir Kebenaran Terbuka …..*,1
3466,29-Jul-18,Hanya dengan Goodbener Anies-Sandi dibuat Jakarta jadi super keren,"DKI Hanya dgn Goodbener ANIES-SANDI ,Dibuat Jakarta jd super keren ,KEREN KOTANYA HAPPY WARGANYA..,",1
3467,11-Jul-18,PEMBULUH DARAH DI MATA PECAH AKIBAT SERING BERMAIN HP,"Umur 15 th pembuluh matanya pecah, karena kebanyakan main HP/Tablet",1
3468,25-Jun-18,TIDAK ADA PENGRUSAKKAN PANGGUNG ISTIGHOSAH OLEH PERSAUDARAAN SETIA HATI TERATE,Kapolres Nganjuk AKBP Dewa Nyoman Nanta membantah kabar,0
3469,30-May-18,Kemenkominfo Mengeluarkan Daftar 319 Media Abal-Abal,"[…] Jelang lebaran, Kemeninfo RI bikin gebrakan yang ditujukan ke pemilik media.
 
 Ada 319 daftar media dituding abal2 alias bodrek. Berikut nama pemilik dan medianya. […]",1
3470,23-Apr-18,Akun Facebook Mustofa Nahrawardaya yang Asli Menayangkan Foto yang Dianggap Mesra antara Fadli Zon dan Resiya Syafitri dengan Tuduhan Perselingkuhan,"Beredar kabar pesan berantai perselingkuhan antara FZ dan RS seseorang petinggi “PARTAI GERINDRA” ??
 Berdasarkan sumber yang diperoleh dari seseorang di internal partai gerindra yang sudah tidak loyal kepada PRABOWO membeberkan adanya SKANDAL Perselingkuhan antara Wakil Ketua Umum Partai Gerindra, FADLI ZON dan RESIYA SYAFRI (Mantan Wakil Bendahara Umum) Partai Gerindra. Tampilan dan Parasnya yang anggun membuat “Resiya Syafri” sering menjual tubuh cantiknya ke beberapa tokoh penting di internal “PARTAI GERINDRA” . Selain itu ada informasi dari internal partai,RESIYA SYAFRI juga sering menjadi teman tidur Ketua Bidang Analisa dan Pengembangan Potensi Kader yaitu “Benny Pangbin” . Diketahui “Resiya Syafri” Sebenarnya sudah mempunyai suami bernama “RIO WAHENDRA” dan dikaruniai 1 orang anak bernama “Rayya Annisa Camilia Wahendra”.Dengan modal tubuh seksi dan paras yang cantik “Resiya Syafri” mendapatkan banyak keuntungan seperti dapat membeli barang-barang mewah serta jalan – jalan keluar negeri. Sangat disayangkan adanya SKANDAL wanita yang bisa menurunkan marwah “PARTAI GERINDRA” tersebut. Pihak – Pihak yang disebut wajib memberikan klarifikasi ke Publik,",1
3471,20-Apr-18,: Bulan Akan Berwarna Hijau Pada 20 April 2018,Debunk ini berisi informasi hoax yang tersebar melaui media sosial facebook dimana dikatakan pada tanggal 20 april 2018 bulan akan berwana hijau. Ini merupakan hoax berulang yang sudah menyebar dan sempat viral dalam beberapa tahun terakhir. Kabar serupa juga pernah terjadi pada 2017 dan 2016 lalu.,1
3472,27-Mar-18,@Yusrilihza_Mhd: London Menutup 500 Gereja dan Membuka 423 Mesjid Baru,London menutup 500 gereja dan membuka 423 masjid baru.,1
